GOID	TERM
GO:2000556	positive regulation of T-helper 1 cell cytokine production
GO:0010389	regulation of G2/M transition of mitotic cell cycle
GO:1905645	negative regulation of FACT complex assembly
GO:2000614	positive regulation of thyroid-stimulating hormone secretion
GO:0045849	negative regulation of nurse cell apoptotic process
GO:0048506	regulation of timing of meristematic phase transition
GO:0090347	regulation of cellular organohalogen metabolic process
GO:1902374	regulation of rRNA catabolic process
GO:0035249	synaptic transmission, glutamatergic
GO:1900968	regulation of sarcinapterin metabolic process
GO:0001952	regulation of cell-matrix adhesion
GO:1903455	negative regulation of androst-4-ene-3,17-dione biosynthetic process
GO:1902462	positive regulation of mesenchymal stem cell proliferation
GO:0080020	regulation of coenzyme A biosynthetic process
GO:1903487	regulation of lactation
GO:1903077	negative regulation of protein localization to plasma membrane
GO:0031397	negative regulation of protein ubiquitination
GO:0060732	positive regulation of inositol phosphate biosynthetic process
GO:2000387	regulation of antral ovarian follicle growth
GO:1904438	regulation of iron ion import across plasma membrane
GO:0035790	platelet-derived growth factor receptor-alpha signaling pathway
GO:0040015	negative regulation of multicellular organism growth
GO:0090030	regulation of steroid hormone biosynthetic process
GO:1901879	regulation of protein depolymerization
GO:2000419	regulation of eosinophil extravasation
GO:0038130	ERBB4 signaling pathway
GO:1900847	negative regulation of naphtho-gamma-pyrone biosynthetic process
GO:2000421	positive regulation of eosinophil extravasation
GO:0045734	regulation of acetate catabolic process
GO:1902524	positive regulation of protein K48-linked ubiquitination
GO:0150102	negative regulation of monocyte activation
GO:0060196	positive regulation of antisense RNA transcription
GO:1905013	negative regulation of 'de novo' NAD biosynthetic process from tryptophan
GO:0099139	cheating during chimeric sorocarp development
GO:0060637	positive regulation of lactation by mesenchymal-epithelial cell signaling
GO:0070164	negative regulation of adiponectin secretion
GO:0010812	negative regulation of cell-substrate adhesion
GO:1903664	regulation of asexual reproduction
GO:1900707	regulation of tensidol A biosynthetic process
GO:1901548	positive regulation of synaptic vesicle lumen acidification
GO:1900654	positive regulation of demethylkotanin biosynthetic process
GO:0062208	positive regulation of pattern recognition receptor signaling pathway
GO:0035386	regulation of Roundabout signaling pathway
GO:0075311	positive regulation of sporangium development
GO:2000023	regulation of lateral root development
GO:0141124	intracellular signaling cassette
GO:1904459	negative regulation of substance P secretion
GO:2001016	positive regulation of skeletal muscle cell differentiation
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
GO:2000144	positive regulation of DNA-templated transcription initiation
GO:1902106	negative regulation of leukocyte differentiation
GO:1903018	regulation of glycoprotein metabolic process
GO:1903984	positive regulation of TRAIL-activated apoptotic signaling pathway
GO:0001959	regulation of cytokine-mediated signaling pathway
GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:0045910	negative regulation of DNA recombination
GO:0045959	negative regulation of complement activation, classical pathway
GO:0090394	negative regulation of excitatory postsynaptic potential
GO:0038119	CCL19-activated CCR7 signaling pathway
GO:0051956	negative regulation of amino acid transport
GO:0044761	negative regulation by symbiont of host cholinergic synaptic transmission
GO:0043467	regulation of generation of precursor metabolites and energy
GO:0050949	negative regulation of late stripe melanocyte differentiation
GO:1900978	negative regulation of tatiopterin metabolic process
GO:2001137	positive regulation of endocytic recycling
GO:0141127	symbiont-mediated perturbation of host Rab small GTPase signal transduction
GO:1903313	positive regulation of mRNA metabolic process
GO:1904522	positive regulation of myofibroblast cell apoptotic process
GO:0010753	positive regulation of cGMP-mediated signaling
GO:1905294	positive regulation of neural crest cell differentiation
GO:1903725	regulation of phospholipid metabolic process
GO:0060243	negative regulation of cell growth involved in contact inhibition
GO:1905949	negative regulation of calcium ion import across plasma membrane
GO:0060140	modulation by virus of syncytium formation via plasma membrane fusion
GO:0051282	regulation of sequestering of calcium ion
GO:1902018	negative regulation of cilium assembly
GO:1901546	regulation of synaptic vesicle lumen acidification
GO:0060759	regulation of response to cytokine stimulus
GO:2000278	regulation of DNA biosynthetic process
GO:1903792	negative regulation of monoatomic anion transport
GO:0050854	regulation of antigen receptor-mediated signaling pathway
GO:0070796	regulation of cleistothecium development
GO:0010915	regulation of very-low-density lipoprotein particle clearance
GO:0060497	mesenchymal-endodermal cell signaling
GO:1901913	regulation of capsule organization
GO:1900715	positive regulation of violaceol I biosynthetic process
GO:1904750	negative regulation of protein localization to nucleolus
GO:0090349	negative regulation of cellular organohalogen metabolic process
GO:0110041	regulation of nematode pharynx morphogenesis
GO:1904142	negative regulation of carotenoid biosynthetic process
GO:0060101	negative regulation of phagocytosis, engulfment
GO:0071877	regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway
GO:0042323	negative regulation of circadian sleep/wake cycle, non-REM sleep
GO:1902952	positive regulation of dendritic spine maintenance
GO:0033239	negative regulation of amine metabolic process
GO:0120266	positive regulation of chromosome attachment to the nuclear envelope
GO:0022400	regulation of opsin-mediated signaling pathway
GO:2001230	positive regulation of response to gamma radiation
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:1901199	positive regulation of calcium ion transport into cytosol involved in cellular response to salt stress
GO:0002830	positive regulation of type 2 immune response
GO:0032674	regulation of interleukin-5 production
GO:1904677	positive regulation of somatic stem cell division
GO:0070805	regulation of phialide development
GO:0001514	selenocysteine incorporation
GO:1904703	negative regulation of protein localization to adherens junction
GO:0075221	negative regulation of zoospore encystment on host
GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway
GO:1900262	regulation of DNA-directed DNA polymerase activity
GO:2000692	negative regulation of seed maturation
GO:0045827	negative regulation of isoprenoid metabolic process
GO:0060301	positive regulation of cytokine activity
GO:0007268	chemical synaptic transmission
GO:1901918	negative regulation of exoribonuclease activity
GO:1902606	regulation of large conductance calcium-activated potassium channel activity
GO:0060012	synaptic transmission, glycinergic
GO:1901547	negative regulation of synaptic vesicle lumen acidification
GO:0048582	positive regulation of post-embryonic development
GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:2000626	negative regulation of miRNA catabolic process
GO:0006937	regulation of muscle contraction
GO:0051518	positive regulation of bipolar cell growth
GO:1904193	negative regulation of cholangiocyte apoptotic process
GO:2000294	positive regulation of defecation
GO:0075292	negative regulation of aplanospore formation
GO:0060965	negative regulation of miRNA-mediated gene silencing
GO:0045168	cell-cell signaling involved in cell fate commitment
GO:0002637	regulation of immunoglobulin production
GO:0062162	positive regulation of pyocyanine biosynthetic process
GO:0002225	positive regulation of antimicrobial peptide production
GO:0072041	positive regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis
GO:1900189	positive regulation of cell adhesion involved in single-species biofilm formation
GO:1904319	negative regulation of smooth muscle contraction involved in micturition
GO:1901979	regulation of inward rectifier potassium channel activity
GO:0098926	postsynaptic signal transduction
GO:0036227	mitotic G2 cell cycle arrest in response to glucose starvation
GO:1900088	regulation of inositol biosynthetic process
GO:0002331	pre-B cell allelic exclusion
GO:0070607	regulation of cell wall (1->3)-alpha-glucan metabolic process
GO:0071649	regulation of chemokine (C-C motif) ligand 5 production
GO:0032877	positive regulation of DNA endoreduplication
GO:0106119	negative regulation of sterol biosynthetic process
GO:0061173	positive regulation of establishment of bipolar cell polarity
GO:0045962	positive regulation of development, heterochronic
GO:0090244	Wnt signaling pathway involved in somitogenesis
GO:0055025	positive regulation of cardiac muscle tissue development
GO:0032412	regulation of monoatomic ion transmembrane transporter activity
GO:0050865	regulation of cell activation
GO:1903068	positive regulation of protein localization to cell tip
GO:1903060	negative regulation of protein lipidation
GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum
GO:2000729	positive regulation of mesenchymal cell proliferation involved in ureter development
GO:0045935	positive regulation of nucleobase-containing compound metabolic process
GO:0051898	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
GO:1902046	positive regulation of Fas signaling pathway
GO:0001080	nitrogen catabolite activation of transcription from RNA polymerase II promoter
GO:0002848	positive regulation of T cell tolerance induction to tumor cell
GO:0048814	regulation of dendrite morphogenesis
GO:0110032	positive regulation of G2/MI transition of meiotic cell cycle
GO:1904999	positive regulation of leukocyte adhesion to arterial endothelial cell
GO:1905414	negative regulation of dense core granule exocytosis
GO:0106167	extracellular ATP signaling
GO:0002804	positive regulation of antifungal peptide production
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0110164	positive regulation of mitotic spindle elongation (spindle phase three)
GO:0060255	regulation of macromolecule metabolic process
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production
GO:2000457	positive regulation of T-helper 17 cell extravasation
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway
GO:0010603	regulation of cytoplasmic mRNA processing body assembly
GO:2001211	negative regulation of isopentenyl diphosphate biosynthetic process, mevalonate pathway
GO:1903678	negative regulation of cap-independent translational initiation
GO:0002784	regulation of antimicrobial peptide production
GO:0044619	positive regulation of relaxation of uterine smooth muscle in another organism
