GOID	TERM
GO:0002224	toll-like receptor signaling pathway
GO:2000529	positive regulation of myeloid dendritic cell chemotaxis
GO:1902958	positive regulation of mitochondrial electron transport, NADH to ubiquinone
GO:1900738	positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway
GO:0060212	negative regulation of nuclear-transcribed mRNA poly(A) tail shortening
GO:1903583	positive regulation of basophil degranulation
GO:0045712	positive regulation of larval salivary gland boundary specification
GO:0002636	positive regulation of germinal center formation
GO:0071631	mating pheromone secretion involved in positive regulation of conjugation with cellular fusion
GO:2001193	positive regulation of gamma-delta T cell activation involved in immune response
GO:0072107	positive regulation of ureteric bud formation
GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity
GO:1905505	positive regulation of motile cilium assembly
GO:0010652	positive regulation of cell communication by chemical coupling
GO:2000993	positive regulation of galactomannan catabolic process
GO:0038010	positive regulation of signal transduction by receptor internalization
GO:0060472	positive regulation of cortical granule exocytosis by positive regulation of cytosolic calcium ion concentration
GO:1900735	positive regulation of flocculation
GO:0060124	positive regulation of growth hormone secretion
GO:0060161	positive regulation of dopamine receptor signaling pathway
GO:0060514	prostate induction
GO:2000002	negative regulation of DNA damage checkpoint
GO:1904935	positive regulation of cell proliferation in midbrain
GO:0030711	positive regulation of border follicle cell delamination
GO:1901978	positive regulation of cell cycle checkpoint
GO:1900144	positive regulation of BMP secretion
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus
GO:2001247	positive regulation of phosphatidylcholine biosynthetic process
GO:1902146	positive regulation of response to cell cycle checkpoint signaling
GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process
GO:1901838	positive regulation of transcription of nucleolar large rRNA by RNA polymerase I
GO:1904980	positive regulation of endosome organization
GO:0048330	positive regulation of axial mesodermal cell fate specification
GO:1990117	B cell receptor apoptotic signaling pathway
GO:2000049	positive regulation of cell-cell adhesion mediated by cadherin
GO:0035279	miRNA-mediated gene silencing by mRNA destabilization
GO:1900433	positive regulation of filamentous growth of a population of unicellular organisms in response to heat
GO:0035399	helper T cell enhancement of B cell mediated immune response
GO:0060421	positive regulation of heart growth
GO:1901959	positive regulation of cutin biosynthetic process
GO:2000768	positive regulation of nephron tubule epithelial cell differentiation
GO:2000184	positive regulation of progesterone biosynthetic process
GO:2000814	positive regulation of barbed-end actin filament capping
GO:2001008	positive regulation of cellulose biosynthetic process
GO:1902278	positive regulation of pancreatic amylase secretion
GO:0030890	positive regulation of B cell proliferation
GO:2000556	positive regulation of T-helper 1 cell cytokine production
GO:2000614	positive regulation of thyroid-stimulating hormone secretion
GO:1900706	positive regulation of siderophore biosynthetic process
GO:0044533	positive regulation of apoptotic process in another organism
GO:0002738	positive regulation of plasmacytoid dendritic cell cytokine production
GO:1903139	positive regulation of cell integrity MAPK cascade
GO:1901254	positive regulation of intracellular transport of viral material
GO:0070109	positive regulation of interleukin-27-mediated signaling pathway
GO:0031652	positive regulation of heat generation
GO:1903816	positive regulation of collecting lymphatic vessel constriction
GO:1902462	positive regulation of mesenchymal stem cell proliferation
GO:0061357	positive regulation of Wnt protein secretion
GO:1903387	positive regulation of homophilic cell adhesion
GO:0060732	positive regulation of inositol phosphate biosynthetic process
GO:2000543	positive regulation of gastrulation
GO:2000676	positive regulation of type B pancreatic cell apoptotic process
GO:0097151	positive regulation of inhibitory postsynaptic potential
GO:1902117	positive regulation of organelle assembly
GO:2000546	positive regulation of endothelial cell chemotaxis to fibroblast growth factor
GO:2000421	positive regulation of eosinophil extravasation
GO:1901196	positive regulation of calcium-mediated signaling involved in cellular response to salt stress
GO:0033027	positive regulation of mast cell apoptotic process
GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation
GO:0014015	positive regulation of gliogenesis
GO:1902524	positive regulation of protein K48-linked ubiquitination
GO:0060196	positive regulation of antisense RNA transcription
GO:1904909	positive regulation of maintenance of mitotic sister chromatid cohesion, telomeric
GO:0031116	positive regulation of microtubule polymerization
GO:0060637	positive regulation of lactation by mesenchymal-epithelial cell signaling
GO:0045726	positive regulation of integrin biosynthetic process
GO:0034145	positive regulation of toll-like receptor 4 signaling pathway
GO:1901548	positive regulation of synaptic vesicle lumen acidification
GO:1905014	positive regulation of 'de novo' NAD biosynthetic process from tryptophan
GO:1900654	positive regulation of demethylkotanin biosynthetic process
GO:1905589	positive regulation of L-arginine import across plasma membrane
GO:0062208	positive regulation of pattern recognition receptor signaling pathway
GO:0045672	positive regulation of osteoclast differentiation
GO:0034096	positive regulation of maintenance of meiotic sister chromatid cohesion
GO:0075311	positive regulation of sporangium development
GO:1902216	positive regulation of interleukin-4-mediated signaling pathway
GO:1903020	positive regulation of glycoprotein metabolic process
GO:1901634	positive regulation of synaptic vesicle membrane organization
GO:1902754	positive regulation of renal amino acid absorption
GO:0051054	positive regulation of DNA metabolic process
GO:0032828	positive regulation of natural killer cell differentiation involved in immune response
GO:0002711	positive regulation of T cell mediated immunity
GO:1903340	positive regulation of cell wall organization or biogenesis
GO:1904372	positive regulation of protein localization to actin cortical patch
GO:0042998	positive regulation of Golgi to plasma membrane protein transport
GO:2001016	positive regulation of skeletal muscle cell differentiation
GO:0071673	positive regulation of smooth muscle cell chemotaxis
GO:2000908	positive regulation of glucomannan catabolic process
GO:0035346	positive regulation of hypoxanthine transport
GO:0002851	positive regulation of peripheral T cell tolerance induction
GO:2000144	positive regulation of DNA-templated transcription initiation
GO:1904037	positive regulation of epithelial cell apoptotic process
GO:0002675	positive regulation of acute inflammatory response
GO:1903984	positive regulation of TRAIL-activated apoptotic signaling pathway
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process
GO:0045711	positive regulation of adult salivary gland boundary specification
GO:1902732	positive regulation of chondrocyte proliferation
GO:2001137	positive regulation of endocytic recycling
GO:2000187	positive regulation of phosphate transmembrane transport
GO:0002429	immune response-activating cell surface receptor signaling pathway
GO:1904078	positive regulation of estrogen biosynthetic process
GO:0048643	positive regulation of skeletal muscle tissue development
GO:1901741	positive regulation of myoblast fusion
GO:0045651	positive regulation of macrophage differentiation
GO:1902154	positive regulation of response to DNA damage checkpoint signaling
GO:1903313	positive regulation of mRNA metabolic process
GO:1904522	positive regulation of myofibroblast cell apoptotic process
GO:0010753	positive regulation of cGMP-mediated signaling
GO:0035681	toll-like receptor 15 signaling pathway
GO:0043938	positive regulation of sporulation
GO:1905294	positive regulation of neural crest cell differentiation
GO:0002873	positive regulation of natural killer cell tolerance induction
GO:0090280	positive regulation of calcium ion import
GO:1903322	positive regulation of protein modification by small protein conjugation or removal
GO:1905152	positive regulation of voltage-gated sodium channel activity
GO:1902949	positive regulation of tau-protein kinase activity
GO:1900499	positive regulation of butyryl-CoA catabolic process to butanol
GO:0106012	positive regulation of protein localization to medial cortex
GO:1904833	positive regulation of removal of superoxide radicals
GO:0007536	activation of recombination (HML)
GO:0070963	positive regulation of neutrophil mediated killing of gram-negative bacterium
GO:1905623	positive regulation of leaf development
GO:1900237	positive regulation of induction of conjugation with cellular fusion
GO:0031401	positive regulation of protein modification process
GO:0045854	positive regulation of bicoid mRNA localization
GO:0061095	positive regulation of turning behavior involved in mating
GO:1900715	positive regulation of violaceol I biosynthetic process
GO:0043517	positive regulation of DNA damage response, signal transduction by p53 class mediator
GO:0045666	positive regulation of neuron differentiation
GO:1905516	positive regulation of fertilization
GO:0032735	positive regulation of interleukin-12 production
GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly
GO:0045615	positive regulation of plasmatocyte differentiation
GO:0010750	positive regulation of nitric oxide mediated signal transduction
GO:2000605	positive regulation of secondary growth
GO:0006958	complement activation, classical pathway
GO:0061161	positive regulation of establishment of bipolar cell polarity regulating cell shape
GO:1903343	positive regulation of meiotic DNA double-strand break formation
GO:0003114	positive regulation of heart rate by circulating norepinephrine
GO:0071338	positive regulation of hair follicle cell proliferation
GO:0051280	negative regulation of release of sequestered calcium ion into cytosol
GO:1902952	positive regulation of dendritic spine maintenance
GO:0051491	positive regulation of filopodium assembly
GO:0034112	positive regulation of homotypic cell-cell adhesion
GO:0046645	positive regulation of gamma-delta T cell activation
GO:0120266	positive regulation of chromosome attachment to the nuclear envelope
GO:1904250	positive regulation of age-related resistance
GO:2001252	positive regulation of chromosome organization
GO:0031284	positive regulation of guanylate cyclase activity
GO:0061092	positive regulation of phospholipid translocation
GO:2001230	positive regulation of response to gamma radiation
GO:0051950	positive regulation of gamma-aminobutyric acid uptake involved in transmission of nerve impulse
GO:0034116	positive regulation of heterotypic cell-cell adhesion
GO:1901199	positive regulation of calcium ion transport into cytosol involved in cellular response to salt stress
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade
GO:1900421	positive regulation of cellular alcohol catabolic process
GO:0062041	positive regulation of meiotic sister chromatid arm separation
GO:0002830	positive regulation of type 2 immune response
GO:1900370	positive regulation of post-transcriptional gene silencing by RNA
GO:1903367	positive regulation of fear response
GO:1901459	positive regulation of response to acetate
