GOID	TERM
GO:0090648	response to environmental enrichment
GO:0003020	detection of reduced oxygen by chemoreceptor signaling
GO:0000760	adaptation to pheromone regulating conjugation with mutual genetic exchange
GO:1904845	cellular response to L-glutamine
GO:0002241	response to parasitic plant
GO:1905218	cellular response to astaxanthin
GO:0071452	cellular response to singlet oxygen
GO:0019730	antimicrobial humoral response
GO:0071303	cellular response to vitamin B3
GO:0072719	cellular response to cisplatin
GO:0002228	natural killer cell mediated immunity
GO:1905390	cellular response to leukotriene B4
GO:0039724	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of IKBKE activity
GO:0050963	detection of electrical stimulus involved in sensory perception
GO:0106300	protein-DNA covalent cross-linking repair
GO:0071726	cellular response to diacyl bacterial lipopeptide
GO:1990781	response to immobilization stress combined with electrical stimulus
GO:1902610	response to N-phenylthiourea
GO:0006791	sulfur utilization
GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter
GO:1905834	response to pyrimidine ribonucleotide
GO:0075528	perturbation by virus of host immune response
GO:0042262	DNA protection
GO:0009602	detection of symbiont
GO:0034021	response to silicon dioxide
GO:0043434	response to peptide hormone
GO:1904561	cellular response to diphenidol
GO:0044591	response to amylopectin
GO:0141082	symbiont-mediated detoxification of host-generated reactive oxygen species
GO:0010161	red light signaling pathway
GO:0140467	integrated stress response signaling
GO:0001975	response to amphetamine
GO:0036295	cellular response to increased oxygen levels
GO:0098581	detection of external biotic stimulus
GO:0052003	symbiont-mediated suppression of defense-related host salicylic acid-mediated signal transduction pathway
GO:0090649	response to oxygen-glucose deprivation
GO:1903577	cellular response to L-arginine
GO:0071475	cellular hyperosmotic salinity response
GO:1990820	response to mitotic DNA integrity checkpoint signaling
GO:1903937	response to acrylamide
GO:0009597	detection of virus
GO:0090550	response to molybdenum starvation
GO:0030265	phospholipase C-activating opsin-mediated signaling pathway
GO:0010196	nonphotochemical quenching
GO:0035729	cellular response to hepatocyte growth factor stimulus
GO:1904311	response to gold(3+)
GO:0072733	response to staurosporine
GO:0009415	response to water
GO:0072748	cellular response to tacrolimus
GO:0080184	response to phenylpropanoid
GO:0055122	response to very low light intensity stimulus
GO:1905712	cellular response to phosphatidylethanolamine
GO:0071000	response to magnetism
GO:0036500	ATF6-mediated unfolded protein response
GO:1904385	cellular response to angiotensin
GO:0071357	cellular response to type I interferon
GO:1904559	cellular response to dextromethorphan
GO:0061771	response to caloric restriction
GO:0097395	response to interleukin-32
GO:0006962	male-specific antibacterial humoral response
GO:0010691	negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels
GO:0097331	response to cytarabine
GO:0002227	innate immune response in mucosa
GO:1901500	response to p-xylene
GO:0002524	hypersensitivity
GO:0072749	cellular response to cytochalasin B
GO:0032025	response to cobalt ion
GO:0009728	detection of gibberellic acid stimulus
GO:0036016	cellular response to interleukin-3
GO:0097238	cellular response to methylglyoxal
GO:0070415	trehalose metabolism in response to cold stress
GO:0043478	pigment accumulation in response to UV light
GO:0048757	pigment granule maturation
GO:0010350	cellular response to magnesium starvation
GO:0071496	cellular response to external stimulus
GO:1904975	response to bleomycin
GO:0070417	cellular response to cold
GO:0002464	peripheral tolerance induction to nonself antigen
GO:1904565	response to 1-oleoyl-sn-glycerol 3-phosphate
GO:1902784	response to undecane
GO:0002400	tolerance induction in nasopharyngeal-associated lymphoid tissue
GO:0071395	cellular response to jasmonic acid stimulus
GO:0097279	histamine secretion mediated by IgE immunoglobulin
GO:0002213	defense response to insect
GO:0052031	symbiont-mediated perturbation of host defense response
GO:0098780	response to mitochondrial depolarisation
GO:0036499	PERK-mediated unfolded protein response
GO:0019724	B cell mediated immunity
GO:0043617	cellular response to sucrose starvation
GO:1903495	cellular response to dehydroepiandrosterone
GO:1990785	response to water-immersion restraint stress
GO:0000302	response to reactive oxygen species
GO:1903544	response to butyrate
GO:0072396	response to cell cycle checkpoint signaling
GO:0070370	cellular heat acclimation
GO:0035900	response to isolation stress
GO:0072708	response to sorbitol
GO:0075137	response to host redox environment
GO:0010218	response to far red light
GO:0098517	detection of low humidity
GO:0098516	detection of high humidity
GO:0034097	response to cytokine
GO:0007603	phototransduction, visible light
GO:0071298	cellular response to L-ascorbic acid
GO:0002212	behavioral defense response to nematode
GO:0046678	response to bacteriocin
GO:0071215	cellular response to abscisic acid stimulus
GO:0006298	mismatch repair
GO:1990396	single-strand break repair via homologous recombination
GO:0046680	response to DDT
GO:0097705	vascular endothelial cell response to pulsatile fluid shear stress
GO:0042594	response to starvation
GO:0072724	response to 4-nitroquinoline N-oxide
GO:1905389	response to leukotriene B4
GO:0097366	response to bronchodilator
GO:0052156	symbiont-mediated perturbation of host T-cell mediated immune response
GO:0072759	cellular response to topoisomerase inhibitor
GO:1904647	response to rotenone
GO:0072736	cellular response to tert-butyl hydroperoxide
GO:1904016	response to Thyroglobulin triiodothyronine
GO:1905093	cellular response to diosgenin
GO:0001081	nitrogen catabolite repression of transcription from RNA polymerase II promoter
GO:0140546	defense response to symbiont
GO:0035924	cellular response to vascular endothelial growth factor stimulus
GO:1901325	response to antimycin A
GO:0080183	response to photooxidative stress
GO:0009648	photoperiodism
GO:0036276	response to antidepressant
GO:0002413	tolerance induction to tumor cell
GO:0072753	cellular response to glutathione
GO:0033993	response to lipid
GO:0090719	adaptive immune effector response involving T cells and B lineage cells
GO:0071365	cellular response to auxin stimulus
GO:0050980	detection of light stimulus involved in magnetoreception
GO:0042770	signal transduction in response to DNA damage
GO:0071236	cellular response to antibiotic
GO:0036146	cellular response to mycotoxin
GO:0071283	cellular response to iron(III) ion
GO:0010244	response to low fluence blue light stimulus by blue low-fluence system
GO:1905430	cellular response to glycine
GO:0036110	cellular response to inositol starvation
GO:1904314	cellular response to methamphetamine hydrochloride
GO:0071242	cellular response to ammonium ion
GO:0002235	detection of unfolded protein
GO:0039673	evasion by virus of host dendritic cell activity
GO:0071286	cellular response to magnesium ion
GO:0042494	detection of bacterial lipoprotein
GO:0071300	cellular response to retinoic acid
GO:0070482	response to oxygen levels
GO:1905308	cellular response to miconazole
GO:0009730	detection of carbohydrate stimulus
GO:0097068	response to thyroxine
GO:0043577	chemotropism
GO:0030420	establishment of competence for transformation
GO:0003030	detection of hydrogen ion
GO:0071498	cellular response to fluid shear stress
GO:0036294	cellular response to decreased oxygen levels
GO:0034599	cellular response to oxidative stress
GO:0014888	striated muscle adaptation
GO:0071276	cellular response to cadmium ion
GO:0036288	response to ximelagatran
GO:0071488	cellular response to very low light intensity stimulus
GO:0016048	detection of temperature stimulus
GO:0071386	cellular response to corticosterone stimulus
GO:0071252	cellular response to sulfur dioxide
GO:0060005	vestibular reflex
GO:0141116	symbiont-mediated suppression of host complement activation by complement sequestering
GO:0061431	cellular response to methionine
GO:0097211	cellular response to gonadotropin-releasing hormone
GO:0014870	response to muscle inactivity
GO:0002420	natural killer cell mediated cytotoxicity directed against tumor cell target
GO:0010203	response to very low fluence red light stimulus
GO:0071483	cellular response to blue light
GO:0014875	detection of muscle activity involved in regulation of muscle adaptation
GO:0014012	peripheral nervous system axon regeneration
GO:0072758	response to topoisomerase inhibitor
GO:0031103	axon regeneration
GO:0141128	symbiont-mediated non-specific activation of host T-cells
GO:0043247	telomere maintenance in response to DNA damage
GO:0002013	detection of carbon dioxide by vasomotor center
GO:1904116	response to vasopressin
GO:0071479	cellular response to ionizing radiation
GO:0090717	adaptive immune memory response involving T cells and B cells
GO:0050968	detection of chemical stimulus involved in sensory perception of pain
GO:0035966	response to topologically incorrect protein
GO:0071548	response to dexamethasone
GO:0014854	response to inactivity
GO:0002000	detection of renal blood flow
GO:1902483	cytotoxic T cell pyroptotic cell death
GO:0099141	cellular response to protozoan
GO:1901427	response to propan-1-ol
GO:0140502	effector-mediated suppression of host salicylic acid-mediated innate immune signaling
GO:0033195	response to alkyl hydroperoxide
GO:0071474	cellular hyperosmotic response
GO:0070849	response to epidermal growth factor
GO:0052067	symbiont-mediated perturbation of host phagocytosis
GO:0141177	symbiont-mediated evasion of recognition by host innate immune effector
GO:0071392	cellular response to estradiol stimulus
GO:0050965	detection of temperature stimulus involved in sensory perception of pain
GO:1903351	cellular response to dopamine
GO:0033661	effector-mediated defense to host-produced reactive oxygen species
GO:0044320	cellular response to leptin stimulus
GO:0070911	global genome nucleotide-excision repair
GO:0080169	cellular response to boron-containing substance deprivation
GO:0042542	response to hydrogen peroxide
GO:0071244	cellular response to carbon dioxide
GO:1901545	response to raffinose
GO:0044752	response to human chorionic gonadotropin
GO:0072763	cellular response to hesperadin
GO:0071314	cellular response to cocaine
GO:0097328	response to carboplatin
GO:0052562	symbiont-mediated suppression of host immune response
GO:0034053	symbiont-mediated perturbation of host defense-related programmed cell death
GO:0071412	cellular response to genistein
GO:1901698	response to nitrogen compound
GO:0072751	cellular response to L-thialysine
GO:0035874	cellular response to copper ion starvation
GO:0050967	detection of electrical stimulus involved in sensory perception of pain
GO:0071292	cellular response to silver ion
GO:1905630	response to glyceraldehyde
GO:0051591	response to cAMP
GO:0010018	far-red light signaling pathway
GO:0039505	symbiont-mediated suppression of host antigen processing and presentation of peptide antigen via MHC class II
GO:0009729	detection of brassinosteroid stimulus
GO:0071105	response to interleukin-11
GO:1904926	response to palmitoleic acid
GO:0098756	response to interleukin-21
GO:0014865	detection of activity
GO:1990603	dark adaptation
GO:0043153	entrainment of circadian clock by photoperiod
GO:0051607	defense response to virus
GO:1901595	response to hesperadin
GO:0009641	shade avoidance
GO:0072716	response to actinomycin D
GO:0070305	response to cGMP
GO:0043627	response to estrogen
GO:0072711	cellular response to hydroxyurea
GO:1902708	response to plumbagin
GO:0120304	integument-mediated background adaptation
GO:0043331	response to dsRNA
GO:0071213	cellular response to 1-aminocyclopropane-1-carboxylic acid
GO:0009959	negative gravitropism
GO:0090716	adaptive immune memory response
GO:0010353	response to trehalose
GO:0110096	cellular response to aldehyde
GO:0007633	pattern orientation
GO:0006991	response to sterol depletion
GO:1904628	cellular response to phorbol 13-acetate 12-myristate
GO:0035864	response to potassium ion
GO:0035967	cellular response to topologically incorrect protein
GO:0010555	response to mannitol
GO:1905233	response to codeine
GO:0035743	CD4-positive, alpha-beta T cell cytokine production
GO:0009785	blue light signaling pathway
GO:0006303	double-strand break repair via nonhomologous end joining
GO:0045471	response to ethanol
GO:0034050	symbiont-induced defense-related programmed cell death
GO:1990314	cellular response to insulin-like growth factor stimulus
GO:0072715	cellular response to selenite ion
GO:0000305	response to oxygen radical
GO:1903416	response to glycoside
GO:0009372	quorum sensing
GO:0010447	response to acidic pH
GO:0071347	cellular response to interleukin-1
GO:0050883	musculoskeletal movement, spinal reflex action
GO:0061984	catabolite repression
GO:0009635	response to herbicide
GO:0071259	cellular response to magnetism
GO:0009594	detection of nutrient
GO:1901367	response to L-cysteine
GO:0034405	response to fluid shear stress
GO:0035902	response to immobilization stress
GO:0071288	cellular response to mercury ion
GO:0071323	cellular response to chitin
GO:0050970	detection of electrical stimulus involved in magnetoreception
GO:0120126	response to copper ion starvation
GO:0071413	cellular response to hydroxyisoflavone
GO:0071411	cellular response to fluoxetine
GO:0006958	complement activation, classical pathway
GO:0002459	adaptive immune response based on somatic recombination of immune receptors built from leucine-rich repeat domains
GO:0106097	cellular response to ceramide
GO:0033590	response to cobalamin
GO:0014895	smooth muscle hypertrophy
GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus
GO:0071362	cellular response to ether
GO:0097699	vascular endothelial cell response to fluid shear stress
GO:0001802	type III hypersensitivity
GO:0035713	response to nitrogen dioxide
GO:0014876	response to injury involved in regulation of muscle adaptation
GO:1905429	response to glycine
GO:0034516	response to vitamin B6
GO:0120169	detection of cold stimulus involved in thermoception
GO:0035634	response to stilbenoid
GO:0009590	detection of gravity
GO:0061480	response to asparaginase
GO:0070269	pyroptotic inflammatory response
GO:0071349	cellular response to interleukin-12
GO:0071486	cellular response to high light intensity
GO:0014877	response to muscle inactivity involved in regulation of muscle adaptation
GO:0001913	T cell mediated cytotoxicity
GO:1905439	response to chondroitin 6'-sulfate
GO:0071237	cellular response to bacteriocin
GO:0071464	cellular response to hydrostatic pressure
GO:0006290	pyrimidine dimer repair
GO:1904637	cellular response to ionomycin
GO:0033762	response to glucagon
GO:0014074	response to purine-containing compound
GO:0098760	response to interleukin-7
GO:0071359	cellular response to dsRNA
GO:0032870	cellular response to hormone stimulus
GO:0051707	response to other organism
GO:1905120	cellular response to haloperidol
GO:0034287	detection of monosaccharide stimulus
GO:1905583	cellular response to mannose
GO:0071243	cellular response to arsenic-containing substance
GO:0010202	response to low fluence red light stimulus
GO:0072452	response to G2 transition size control checkpoint signaling
GO:1990451	cellular stress response to acidic pH
GO:0097184	response to azide
GO:0072464	response to meiotic spindle assembly checkpoint signaling
GO:0002234	detection of endoplasmic reticulum overloading
GO:0009589	detection of UV
GO:1903166	cellular response to polycyclic arene
GO:0016064	immunoglobulin mediated immune response
GO:0002423	natural killer cell mediated immune response to tumor cell
GO:0050829	defense response to Gram-negative bacterium
GO:0009616	RNAi-mediated antiviral immune response
GO:0009581	detection of external stimulus
GO:0071334	cellular response to rhamnose stimulus
GO:0010040	response to iron(II) ion
GO:0052373	suppression of symbiont entry into host
GO:0001080	nitrogen catabolite activation of transcription from RNA polymerase II promoter
GO:0072747	cellular response to chloramphenicol
GO:1990253	cellular response to leucine starvation
GO:1903497	cellular response to 11-deoxycorticosterone
GO:1990641	response to iron ion starvation
GO:0043500	muscle adaptation
GO:1905230	response to borneol
GO:0042149	cellular response to glucose starvation
GO:0071308	cellular response to menaquinone
GO:0061862	cellular response to differentiation-inducing factor 2
GO:0051599	response to hydrostatic pressure
GO:0009267	cellular response to starvation
GO:0106167	extracellular ATP signaling
GO:1905243	cellular response to 3,3',5-triiodo-L-thyronine
GO:0097714	response to viscosity
GO:1901593	response to GW 7647
GO:0010048	vernalization response
GO:0009704	de-etiolation
GO:0070340	detection of bacterial lipopeptide
GO:0071385	cellular response to glucocorticoid stimulus
GO:0080021	response to benzoic acid
GO:0042468	klinokinesis
GO:0071481	cellular response to X-ray
GO:0002462	tolerance induction to nonself antigen
GO:1901905	response to tamsulosin
GO:0097680	double-strand break repair via classical nonhomologous end joining
GO:0007637	proboscis extension reflex
GO:0014075	response to amine
GO:0002525	acute inflammatory response to non-antigenic stimulus
GO:0010114	response to red light
GO:0101027	optical nerve axon regeneration
GO:0010288	response to lead ion
GO:1903935	response to sodium arsenite
GO:0071447	cellular response to hydroperoxide
GO:0050974	detection of mechanical stimulus involved in sensory perception
GO:0039671	evasion by virus of host natural killer cell activity
GO:0010996	response to auditory stimulus
GO:0015976	carbon utilization
GO:0000304	response to singlet oxygen
GO:0019732	antifungal humoral response
GO:0039540	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of RIG-I activity
GO:1905225	response to thyrotropin-releasing hormone
GO:0071250	cellular response to nitrite
GO:0097385	programmed necrotic cell death in response to starvation
GO:1901925	negative regulation of protein import into nucleus during spindle assembly checkpoint
GO:0007095	mitotic G2 DNA damage checkpoint signaling
GO:0072729	cellular response to Gentian violet
GO:0034620	cellular response to unfolded protein
GO:0010164	response to cesium ion
GO:0070723	response to cholesterol
GO:0052078	symbiont-mediated suppression of host pathogen-associated molecular pattern receptor signaling pathway
GO:1990858	cellular response to lectin
GO:0060013	righting reflex
GO:1902789	cellular response to isooctane
GO:0072718	response to cisplatin
GO:0051412	response to corticosterone
GO:1904632	cellular response to glucoside
GO:1904373	response to kainic acid
GO:1904474	cellular response to L-dopa
GO:0046686	response to cadmium ion
GO:0099048	CRISPR-cas system
GO:0043052	thermotaxis
GO:0071444	cellular response to pheromone
GO:1901654	response to ketone
GO:0044414	symbiont-mediated suppression of host defenses
GO:0072721	cellular response to dithiothreitol
GO:0072737	response to diamide
GO:0002558	type I hypersensitivity mediated by mast cells
GO:0070741	response to interleukin-6
GO:0033194	response to hydroperoxide
GO:0051467	detection of steroid hormone stimulus
GO:0006972	hyperosmotic response
GO:0002419	T cell mediated cytotoxicity directed against tumor cell target
GO:0072713	cellular response to thiabendazole
GO:0007604	phototransduction, UV
GO:0035094	response to nicotine
GO:0000411	positive regulation of transcription by galactose
GO:0014898	cardiac muscle hypertrophy in response to stress
GO:0071469	cellular response to alkaline pH
GO:0043503	skeletal muscle fiber adaptation
GO:0046677	response to antibiotic
GO:0080034	host response to induction by symbiont of tumor, nodule or growth in host
GO:0030330	DNA damage response, signal transduction by p53 class mediator
GO:0071309	cellular response to phylloquinone
GO:1902786	response to dodecane
GO:1904011	cellular response to Aroclor 1254
GO:0072762	cellular response to carbendazim
GO:0071352	cellular response to interleukin-2
GO:0006995	cellular response to nitrogen starvation
GO:0010017	red or far-red light signaling pathway
GO:0071401	cellular response to triglyceride
GO:0071449	cellular response to lipid hydroperoxide
GO:0006301	postreplication repair
GO:0000303	response to superoxide
GO:0042467	orthokinesis
GO:0098542	defense response to other organism
GO:0071220	cellular response to bacterial lipoprotein
GO:0006281	DNA repair
GO:0010188	response to microbial phytotoxin
GO:1904473	response to L-dopa
GO:0016475	detection of nuclear:cytoplasmic ratio
GO:0141203	symbiont-mediated suppression of host complement activation by activation of host proteases
GO:0071364	cellular response to epidermal growth factor stimulus
GO:1905388	cellular response to beta-carotene
GO:0034284	response to monosaccharide
GO:0080033	response to nitrite
GO:0072752	cellular response to rapamycin
GO:0071772	response to BMP
GO:0009455	redox taxis
GO:0072402	response to DNA integrity checkpoint signaling
GO:0097210	response to gonadotropin-releasing hormone
GO:0014734	skeletal muscle hypertrophy
GO:0071732	cellular response to nitric oxide
GO:0071229	cellular response to acid chemical
GO:0052158	modulation by symbiont of host resistance gene-dependent defense response
GO:0042276	error-prone translesion synthesis
GO:0104004	cellular response to environmental stimulus
GO:0072731	cellular response to papulacandin B
GO:1905794	response to puromycin
GO:0071466	cellular response to xenobiotic stimulus
GO:0140404	effector-mediated perturbation of host innate immune response by symbiont
GO:0072717	cellular response to actinomycin D
GO:0002007	detection of hypoxic conditions in blood by chemoreceptor signaling
GO:1904101	response to acadesine
GO:0071331	cellular response to hexose stimulus
GO:0060082	eye blink reflex
GO:1903576	response to L-arginine
GO:0098512	detection of humidity stimulus involved in sensory perception
GO:0044321	response to leptin
GO:0046685	response to arsenic-containing substance
GO:0072704	response to mercaptoethanol
GO:0002403	T cell tolerance induction in mucosal-associated lymphoid tissue
GO:0009603	detection of symbiotic fungus
GO:0050830	defense response to Gram-positive bacterium
GO:0035901	cellular response to isolation stress
GO:0071353	cellular response to interleukin-4
GO:1990637	response to prolactin
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0002231	detection of oomycetes
GO:0010042	response to manganese ion
GO:0042631	cellular response to water deprivation
GO:1990414	replication-born double-strand break repair via sister chromatid exchange
GO:0014071	response to cycloalkane
GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose
GO:0050976	detection of mechanical stimulus involved in sensory perception of touch
GO:0002418	immune response to tumor cell
GO:1903841	cellular response to arsenite(3-)
GO:0097185	cellular response to azide
GO:1904612	response to 2,3,7,8-tetrachlorodibenzodioxine
GO:0071354	cellular response to interleukin-6
GO:0031427	response to methotrexate
GO:0002526	acute inflammatory response
GO:0002211	behavioral defense response to insect
GO:1990859	cellular response to endothelin
GO:0039560	symbiont-mediated suppression of host JAK-STAT cascade via inhibition of host IRF9 activity
GO:0071376	cellular response to corticotropin-releasing hormone stimulus
GO:1904312	cellular response to gold(3+)
GO:0071351	cellular response to interleukin-18
GO:0071219	cellular response to molecule of bacterial origin
GO:0009608	response to symbiont
GO:0071363	cellular response to growth factor stimulus
GO:1901425	response to formic acid
GO:0072720	response to dithiothreitol
GO:0009744	response to sucrose
GO:1901530	response to hypochlorite
GO:1990834	response to odorant
GO:0036215	response to stem cell factor
GO:0009612	response to mechanical stimulus
GO:0006302	double-strand break repair
GO:1902787	cellular response to dodecane
GO:0072429	response to intra-S DNA damage checkpoint signaling
GO:1901597	response to carbendazim
GO:0071281	cellular response to iron ion
GO:0001905	activation of membrane attack complex
GO:0009627	systemic acquired resistance
GO:0071446	cellular response to salicylic acid stimulus
GO:0010201	response to continuous far red light stimulus by the high-irradiance response system
GO:1990737	response to manganese-induced endoplasmic reticulum stress
GO:0033197	response to vitamin E
GO:1904317	cellular response to 2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine
GO:0009651	response to salt stress
GO:0009722	detection of cytokinin stimulus
GO:1990054	response to temozolomide
GO:0016056	G protein-coupled opsin signaling pathway
GO:1990090	cellular response to nerve growth factor stimulus
GO:0009585	red, far-red light phototransduction
GO:0071799	cellular response to prostaglandin D stimulus
GO:0052081	symbiont-mediated perturbation of host salicylic acid-mediated signal transduction pathway
GO:1901323	response to erythromycin
GO:1904147	response to nonylphenol
GO:1904643	response to curcumin
GO:0009595	detection of biotic stimulus
GO:0050910	detection of mechanical stimulus involved in sensory perception of sound
GO:1904321	response to forskolin
GO:0031669	cellular response to nutrient levels
GO:0044773	mitotic DNA damage checkpoint signaling
GO:0072735	response to tert-butyl hydroperoxide
GO:0014873	response to muscle activity involved in regulation of muscle adaptation
GO:0061646	positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization
GO:0031667	response to nutrient levels
GO:0001867	complement activation, lectin pathway
GO:1901501	response to xylene
GO:0009414	response to water deprivation
GO:0071489	cellular response to red or far red light
GO:0035728	response to hepatocyte growth factor
GO:0009600	detection of nematode
GO:0009416	response to light stimulus
GO:0010378	temperature compensation of the circadian clock
GO:0031319	detection of cAMP
GO:0046774	suppression by virus of host intracellular interferon activity
GO:0070848	response to growth factor
GO:0141132	defense response to host
GO:0039723	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of TBK1 activity
GO:0090548	response to nitrate starvation
GO:0046683	response to organophosphorus
GO:0043476	pigment accumulation
GO:0048061	positive gravitaxis
GO:0042220	response to cocaine
GO:0090731	cellular response to very-low-density lipoprotein particle stimulus
GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste
GO:0036287	response to iloperidone
GO:0120127	response to zinc ion starvation
GO:0032494	response to peptidoglycan
GO:0032495	response to muramyl dipeptide
GO:0036296	response to increased oxygen levels
GO:0071407	cellular response to organic cyclic compound
GO:0034341	response to type II interferon
GO:0070669	response to interleukin-2
GO:0036273	response to statin
GO:0000433	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
GO:0052200	response to host defenses
GO:0097698	telomere maintenance via base-excision repair
GO:1904585	response to putrescine
GO:0036367	light adaption
GO:0010238	response to proline
GO:0071418	cellular response to amine stimulus
GO:1902785	cellular response to undecane
GO:1904422	cellular response to D-galactosamine
GO:0007232	osmosensory signaling pathway via Sho1 osmosensor
GO:0034263	positive regulation of autophagy in response to ER overload
GO:1990478	response to ultrasound
GO:0051593	response to folic acid
GO:0071231	cellular response to folic acid
GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
GO:0052005	symbiont-mediated suppression of host ethylene-mediated defense response
GO:0000196	cell integrity MAPK cascade
GO:0097306	cellular response to alcohol
GO:0072757	cellular response to camptothecin
GO:0072725	cellular response to 4-nitroquinoline N-oxide
GO:0080027	response to herbivore
GO:0014814	axon regeneration at neuromuscular junction
GO:0010046	response to mycotoxin
GO:0009746	response to hexose
GO:0071549	cellular response to dexamethasone stimulus
GO:1990359	stress response to zinc ion
GO:0072703	cellular response to methyl methanesulfonate
GO:0051385	response to mineralocorticoid
GO:0046679	response to streptomycin
GO:1901370	response to glutathione
GO:1990840	response to lectin
GO:0071234	cellular response to phenylalanine
GO:0071503	response to heparin
GO:0071345	cellular response to cytokine stimulus
GO:0032490	detection of molecule of bacterial origin
GO:0070542	response to fatty acid
GO:0034014	response to triglyceride
GO:0051215	RNAi-mediated antiviral immunity against DNA virus
GO:1905229	cellular response to thyrotropin-releasing hormone
GO:0072479	response to mitotic cell cycle spindle assembly checkpoint signaling
GO:0030583	myxococcal fruiting body development
GO:0071484	cellular response to light intensity
GO:0010777	meiotic mismatch repair involved in reciprocal meiotic recombination
GO:0009630	gravitropism
GO:0072730	response to papulacandin B
GO:0072441	response to meiotic DNA replication checkpoint signaling
GO:0036498	IRE1-mediated unfolded protein response
GO:0036005	response to macrophage colony-stimulating factor
GO:0051409	response to nitrosative stress
GO:1904044	response to aldosterone
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH
GO:1904374	cellular response to kainic acid
GO:0070670	response to interleukin-4
GO:0072750	cellular response to leptomycin B
GO:1904308	cellular response to desipramine
GO:0070887	cellular response to chemical stimulus
