GOID	TERM
GO:0019589	anaerobic glycerol catabolic process to propane-1,3-diol
GO:0018283	iron incorporation into metallo-sulfur cluster
GO:0033322	homomethionine biosynthetic process
GO:0000711	meiotic DNA repair synthesis
GO:0019545	arginine catabolic process to succinate
GO:0010391	glucomannan metabolic process
GO:0018906	methyl tert-butyl ether metabolic process
GO:0070213	protein auto-ADP-ribosylation
GO:0044467	glial cell-derived neurotrophic factor production
GO:0034412	ascospore wall beta-glucan biosynthetic process
GO:0042619	poly-hydroxybutyrate biosynthetic process
GO:0015014	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process
GO:1902062	betaine aldehyde catabolic process
GO:0097175	1,6-anhydro-N-acetyl-beta-muramic acid catabolic process
GO:0055086	nucleobase-containing small molecule metabolic process
GO:0006191	deoxyinosine salvage
GO:1901911	adenosine 5'-(hexahydrogen pentaphosphate) catabolic process
GO:0046347	mannosamine biosynthetic process
GO:1900781	fumiquinazoline C biosynthetic process
GO:0042042	tungsten incorporation into tungsten-molybdopterin complex
GO:0006638	neutral lipid metabolic process
GO:0097202	activation of cysteine-type endopeptidase activity
GO:0043103	hypoxanthine salvage
GO:0090617	mitochondrial mRNA 5'-end processing
GO:0006776	vitamin A metabolic process
GO:0019267	asparagine biosynthetic process from cysteine
GO:0010230	alternative respiration
GO:0080120	CAAX-box protein maturation
GO:0032613	interleukin-10 production
GO:1900597	demethylkotanin metabolic process
GO:0009709	terpenoid indole alkaloid biosynthetic process
GO:0016103	diterpenoid catabolic process
GO:1901777	mitomycin C biosynthetic process
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
GO:0006760	folic acid-containing compound metabolic process
GO:0046900	tetrahydrofolylpolyglutamate metabolic process
GO:0070415	trehalose metabolism in response to cold stress
GO:0002204	somatic recombination of immunoglobulin genes involved in immune response
GO:0009139	pyrimidine nucleoside diphosphate biosynthetic process
GO:0070151	mitochondrial histidyl-tRNA aminoacylation
GO:0046271	phenylpropanoid catabolic process
GO:1901136	carbohydrate derivative catabolic process
GO:0140877	mevastatin biosynthetic process
GO:0046249	alpha-pinene catabolic process
GO:0140446	fumigermin biosynthetic process
GO:0033350	apiose biosynthetic process
GO:0006578	amino-acid betaine biosynthetic process
GO:0018915	ethylbenzene catabolic process
GO:0097289	alpha-ribazole metabolic process
GO:0052708	N-alpha,N-alpha,N-alpha-trimethyl-L-histidine metabolic process
GO:1901364	funalenone metabolic process
GO:0070899	mitochondrial tRNA wobble uridine modification
GO:0006240	dCDP biosynthetic process
GO:0051159	D-arabitol catabolic process
GO:0009165	nucleotide biosynthetic process
GO:0071271	1-butanol biosynthetic process
GO:0033359	lysine biosynthetic process via diaminopimelate and N-succinyl-2-amino-6-ketopimelate
GO:0046216	indole phytoalexin catabolic process
GO:0044208	'de novo' AMP biosynthetic process
GO:0106035	protein maturation by [4Fe-4S] cluster transfer
GO:1900872	pentadec-1-ene metabolic process
GO:0042838	D-glucarate catabolic process
GO:0006683	galactosylceramide catabolic process
GO:0071269	L-homocysteine biosynthetic process
GO:0034627	'de novo' NAD biosynthetic process
GO:0046114	guanosine biosynthetic process
GO:1900614	F-9775B biosynthetic process
GO:1901903	tyrocidine catabolic process
GO:0007004	telomere maintenance via telomerase
GO:1905372	ceramide phosphoethanolamine catabolic process
GO:0019264	glycine biosynthetic process from serine
GO:0043448	alkane catabolic process
GO:0019558	L-histidine catabolic process to 2-oxoglutarate
GO:0000471	endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:1901759	beta-L-Ara4N-lipid A metabolic process
GO:0001575	globoside metabolic process
GO:0008292	acetylcholine biosynthetic process
GO:0009243	O antigen biosynthetic process
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
GO:0006489	dolichyl diphosphate biosynthetic process
GO:0016267	O-glycan processing, core 1
GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine
GO:0017012	protein-phytochromobilin linkage
GO:0043693	monoterpene biosynthetic process
GO:0009851	auxin biosynthetic process
GO:2001119	methanofuran metabolic process
GO:0019689	pyrimidine nucleoside interconversion
GO:0034407	cell wall (1->3)-beta-D-glucan metabolic process
GO:0032625	interleukin-21 production
GO:0006413	translational initiation
GO:0046311	prenylcysteine biosynthetic process
GO:0016071	mRNA metabolic process
GO:0035780	CD80 biosynthetic process
GO:0036196	zymosterol metabolic process
GO:0019337	tetrachloroethylene catabolic process
GO:0035945	mitochondrial ncRNA surveillance
GO:0016108	tetraterpenoid metabolic process
GO:1902924	poly(hydroxyalkanoate) biosynthetic process from glucose
GO:0090424	phytochelatin-metal-sulfur complex formation
GO:0048357	pedicel mucilage biosynthetic process
GO:1902057	(25S)-Delta(4)-dafachronate metabolic process
GO:2001304	lipoxin B4 metabolic process
GO:0006223	uracil salvage
GO:0019286	glycine betaine biosynthetic process from glycine
GO:0019578	aldaric acid biosynthetic process
GO:0008218	bioluminescence
GO:0046490	isopentenyl diphosphate metabolic process
GO:1901790	3-(2,3-dihydroxyphenyl)propanoate metabolic process
GO:0019365	pyridine nucleotide salvage
GO:0071139	resolution of DNA recombination intermediates
GO:0019450	L-cysteine catabolic process to pyruvate
GO:0052324	plant-type cell wall cellulose biosynthetic process
GO:0070479	nuclear-transcribed mRNA catabolic process, 5'-3' exonucleolytic nonsense-mediated decay
GO:0044804	nucleophagy
GO:0009764	PEP carboxykinase C4 photosynthesis
GO:0070393	teichoic acid catabolic process
GO:0007225	patched ligand maturation
GO:0006572	tyrosine catabolic process
GO:1901772	lincomycin metabolic process
GO:0019504	L-proline betaine catabolic process
GO:1901072	glucosamine-containing compound catabolic process
GO:0019480	L-alanine oxidation to pyruvate via D-alanine
GO:0046467	membrane lipid biosynthetic process
GO:0140872	viridicatumtoxin biosynthetic process
GO:0001195	maintenance of transcriptional fidelity during transcription elongation by RNA polymerase III
GO:0010705	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination
GO:0046182	L-idonate biosynthetic process
GO:0033352	UDP-D-apiose biosynthetic process
GO:0042076	protein phosphate-linked glycosylation
GO:0018231	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine
GO:0018884	carbazole metabolic process
GO:0033355	ascorbate glutathione cycle
GO:0006304	DNA modification
GO:0009107	lipoate biosynthetic process
GO:0010130	anaerobic ethylbenzene catabolic process
GO:0006271	DNA strand elongation involved in DNA replication
GO:0011000	replication fork arrest at mating type locus
GO:0072521	purine-containing compound metabolic process
GO:1900820	orlandin catabolic process
GO:0070753	interleukin-35 production
GO:0019395	fatty acid oxidation
GO:0019523	L-idonate metabolic process
GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system
GO:0019802	cyclization of glutamine involved in intein-mediated protein splicing
GO:0019377	glycolipid catabolic process
GO:0097171	ADP-L-glycero-beta-D-manno-heptose biosynthetic process
GO:0006079	(1->6)-beta-D-glucan catabolic process
GO:0046854	phosphatidylinositol phosphate biosynthetic process
GO:1900879	(Z)-nonadeca-1,14-diene biosynthetic process
GO:0051189	prosthetic group metabolic process
GO:0006769	nicotinamide metabolic process
GO:0033394	beta-alanine biosynthetic process via 1,3 diaminopropane
GO:0039684	rolling circle single-stranded viral DNA replication
GO:0046077	dUDP metabolic process
GO:0009116	nucleoside metabolic process
GO:0019292	L-tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate
GO:0051676	pullulan metabolic process
GO:1901935	beta-caryophyllene metabolic process
GO:0009156	ribonucleoside monophosphate biosynthetic process
GO:0035743	CD4-positive, alpha-beta T cell cytokine production
GO:0000449	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
GO:0051763	sesquiterpene catabolic process
GO:0070147	mitochondrial cysteinyl-tRNA aminoacylation
GO:0033611	oxalate catabolic process
GO:1900881	18-methylnonadec-1-ene biosynthetic process
GO:1901833	all-trans-neoxanthin biosynthetic process
GO:0015938	coenzyme A catabolic process
GO:0019255	glucose 1-phosphate metabolic process
GO:0010345	suberin biosynthetic process
GO:1903964	monounsaturated fatty acid metabolic process
GO:0006180	deoxyguanosine salvage
GO:1900586	arugosin catabolic process
GO:0032964	collagen biosynthetic process
GO:0140874	paraherquonin biosynthetic process
GO:0046116	queuosine metabolic process
GO:0015009	corrin metabolic process
GO:0019619	3,4-dihydroxybenzoate catabolic process
GO:0042844	glycol metabolic process
GO:0015973	guanosine pentaphosphate biosynthetic process
GO:0006190	inosine salvage
GO:0019436	sophorosyloxydocosanoate catabolic process
GO:0070918	regulatory ncRNA processing
GO:1902327	bacterial-type DNA replication DNA ligation
GO:0019580	galactarate metabolic process
GO:0016132	brassinosteroid biosynthetic process
GO:0009442	allantoin assimilation pathway
GO:0052802	nitroimidazole metabolic process
GO:0016122	xanthophyll metabolic process
GO:0033349	apiose metabolic process
GO:1900534	palmitic acid catabolic process
GO:0008153	para-aminobenzoic acid biosynthetic process
GO:1902189	2-methylbutanoyl-CoA(4-) metabolic process
GO:0033544	fatty acid beta-oxidation, unsaturated, even number, epimerase pathway
GO:1990491	methane biosynthetic process from methanol and hydrogen
GO:0071525	pyrrolysine metabolic process
GO:0070143	mitochondrial alanyl-tRNA aminoacylation
GO:0019272	L-alanine biosynthetic process from pyruvate
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0033345	asparagine catabolic process via L-aspartate
GO:1901118	cephamycin C biosynthetic process
GO:0007252	I-kappaB phosphorylation
GO:0001514	selenocysteine incorporation
GO:0031170	ferricrocin metabolic process
GO:1901055	trimethylenediamine metabolic process
GO:0006242	dCTP biosynthetic process
GO:0042215	anaerobic phenol-containing compound metabolic process
GO:0090403	oxidative stress-induced premature senescence
GO:0044394	protein malonylation
GO:1901135	carbohydrate derivative metabolic process
GO:1902134	(+)-secoisolariciresinol catabolic process
GO:0015969	guanosine tetraphosphate metabolic process
GO:0006775	fat-soluble vitamin metabolic process
GO:0006311	meiotic gene conversion
GO:0042126	nitrate metabolic process
GO:0006002	fructose 6-phosphate metabolic process
GO:0006177	GMP biosynthetic process
GO:0106227	peptidyl-lysine glutarylation
GO:0046344	ecdysteroid catabolic process
GO:1990426	mitotic recombination-dependent replication fork processing
GO:0006214	thymidine catabolic process
GO:0019352	protoporphyrinogen IX biosynthetic process from glycine
GO:0006239	dCMP salvage
GO:0006524	alanine catabolic process
GO:0018006	N-terminal protein amino acid glucuronylation
GO:0042160	lipoprotein modification
GO:0019350	teichoic acid biosynthetic process
GO:0009690	cytokinin metabolic process
GO:0019537	vibriobactin biosynthetic process
GO:0019677	NAD catabolic process
GO:0043474	pigment metabolic process involved in pigmentation
GO:0010143	cutin biosynthetic process
GO:0030651	peptide antibiotic biosynthetic process
GO:0046163	heme C catabolic process
GO:0009126	purine nucleoside monophosphate metabolic process
GO:0051473	glucosylglycerol biosynthetic process
GO:0019401	alditol biosynthetic process
GO:0019262	N-acetylneuraminate catabolic process
GO:1901259	chloroplast rRNA processing
GO:0051999	mannosyl-inositol phosphorylceramide biosynthetic process
GO:0034625	fatty acid elongation, monounsaturated fatty acid
GO:0019335	3-methylquinoline catabolic process
GO:0042195	aerobic gallate catabolic process
GO:1900793	shamixanthone biosynthetic process
GO:0072528	pyrimidine-containing compound biosynthetic process
GO:0050899	nitrile catabolic process
GO:0071273	morphine catabolic process
GO:0046313	phosphoarginine catabolic process
GO:0120254	olefinic compound metabolic process
GO:0000380	alternative mRNA splicing, via spliceosome
GO:1902296	DNA strand elongation involved in cell cycle DNA replication
GO:1990937	xylan acetylation
GO:0019399	cyclohexanol oxidation
GO:0018070	peptidyl-serine phosphopantetheinylation
GO:0046107	uracil biosynthetic process
GO:0140023	tRNA adenosine deamination to inosine
GO:0006437	tyrosyl-tRNA aminoacylation
GO:0046148	pigment biosynthetic process
GO:0019386	methanogenesis, from carbon dioxide
GO:0009098	L-leucine biosynthetic process
GO:0098038	non-replicative DNA transposition
GO:0019542	propionate biosynthetic process
GO:0019586	galacturonate metabolic process
GO:0006426	glycyl-tRNA aminoacylation
GO:0008203	cholesterol metabolic process
GO:1902137	(-)-secoisolariciresinol catabolic process
GO:0046273	lignan catabolic process
GO:0019367	fatty acid elongation, saturated fatty acid
GO:0046287	isoflavonoid metabolic process
GO:0009812	flavonoid metabolic process
GO:0140541	piRNA transcription
GO:0070707	RNA dinucleotide insertion
GO:0002024	diet induced thermogenesis
GO:0034586	21U-RNA catabolic process
GO:1901766	phosphinothricin biosynthetic process
GO:0052787	alpha-linked polysaccharide catabolism to maltopentaose
GO:0070150	mitochondrial glycyl-tRNA aminoacylation
GO:0019669	anaerobic glycine catabolic process
GO:0035944	perforin production
GO:1900576	gerfelin metabolic process
GO:1900631	tridecane metabolic process
GO:0046201	cyanate biosynthetic process
GO:1902181	verruculogen biosynthetic process
GO:0030243	cellulose metabolic process
GO:0042857	chrysobactin metabolic process
GO:1902315	nuclear cell cycle DNA replication initiation
GO:0006520	amino acid metabolic process
GO:1900570	diorcinol metabolic process
GO:0050428	3'-phosphoadenosine 5'-phosphosulfate biosynthetic process
GO:0043041	amino acid activation for nonribosomal peptide biosynthetic process
GO:0001171	reverse transcription
GO:0019690	pyrimidine deoxyribonucleoside interconversion
GO:1901854	5,6,7,8-tetrahydrosarcinapterin catabolic process
GO:0030495	bacteriochlorophyll catabolic process
GO:1901512	(-)-microperfuranone biosynthetic process
GO:0006281	DNA repair
GO:0046100	hypoxanthine metabolic process
GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine
GO:2000893	cellotriose metabolic process
GO:0006288	base-excision repair, DNA ligation
GO:0006082	organic acid metabolic process
GO:1902245	cis-abienol catabolic process
GO:0006468	protein phosphorylation
GO:0042544	melibiose biosynthetic process
GO:1901290	succinyl-CoA biosynthetic process
GO:0070148	mitochondrial glutaminyl-tRNA aminoacylation
GO:0019626	short-chain fatty acid catabolic process
GO:0015975	energy derivation by oxidation of reduced inorganic compounds
GO:0046451	diaminopimelate metabolic process
GO:2000903	cellooligosaccharide catabolic process
GO:0018952	parathion metabolic process
GO:1901751	leukotriene A4 metabolic process
GO:0019388	galactose catabolic process
GO:1900611	F-9775A biosynthetic process
GO:1901062	guaiacyl lignin catabolic process
GO:1903461	Okazaki fragment processing involved in mitotic DNA replication
GO:0000951	methionine catabolic process to 3-methylthiopropanol
GO:0031525	menthol biosynthetic process
GO:0097088	interleukin-17F production
GO:0006169	adenosine salvage
GO:0006259	DNA metabolic process
GO:0009117	nucleotide metabolic process
GO:0046040	IMP metabolic process
GO:1903449	androst-4-ene-3,17-dione biosynthetic process
GO:0030148	sphingolipid biosynthetic process
GO:2001299	N(omega),N(omega)-dimethyl-L-arginine catabolic process
GO:0034313	diol catabolic process
GO:1901155	paromomycin biosynthetic process
GO:0030327	prenylated protein catabolic process
GO:0006653	1,2-diacyl-sn-glycero-3-phosphocholine metabolic process
GO:0006219	deoxyuridine catabolic process
GO:0006210	thymine catabolic process
GO:1901934	bicyclogermacrene biosynthetic process
GO:0071602	phytosphingosine biosynthetic process
GO:0010586	miRNA metabolic process
GO:1901073	glucosamine-containing compound biosynthetic process
GO:0010192	mucilage biosynthetic process
GO:0080028	nitrile biosynthetic process
GO:0006780	uroporphyrinogen III biosynthetic process
GO:0043101	purine-containing compound salvage
GO:0033386	geranylgeranyl diphosphate biosynthetic process
GO:0170040	proteinogenic amino acid catabolic process
GO:0006045	N-acetylglucosamine biosynthetic process
GO:0006074	(1->3)-beta-D-glucan metabolic process
GO:0043475	pigment metabolic process involved in pigment accumulation
GO:0070398	wall teichoic acid biosynthetic process
GO:0006721	terpenoid metabolic process
GO:0070183	mitochondrial tryptophanyl-tRNA aminoacylation
GO:0033967	box C/D sno(s)RNA metabolic process
GO:0018146	keratan sulfate biosynthetic process
GO:0072651	interferon-tau production
GO:0042159	lipoprotein catabolic process
GO:1901728	monensin A metabolic process
GO:0006738	nicotinamide riboside catabolic process
GO:0009780	photosynthetic NADP+ reduction
GO:0035572	N-terminal peptidyl-serine dimethylation
GO:0006302	double-strand break repair
GO:0042865	pyochelin catabolic process
GO:0009084	glutamine family amino acid biosynthetic process
GO:1900761	averantin metabolic process
GO:2000896	amylopectin metabolic process
GO:0046292	formaldehyde metabolic process
GO:0015944	formate oxidation
GO:0046384	2-deoxyribose 1-phosphate metabolic process
GO:0006694	steroid biosynthetic process
GO:0045489	pectin biosynthetic process
GO:1902758	bis(molybdopterin guanine dinucleotide)molybdenum biosynthetic process
GO:0035608	protein deglutamylation
GO:0043477	pigment biosynthetic process involved in pigment accumulation
GO:0006568	tryptophan metabolic process
GO:0009192	deoxyribonucleoside diphosphate catabolic process
GO:0030639	polyketide biosynthetic process
GO:0046417	chorismate metabolic process
GO:0072631	interleukin-29 production
GO:0006586	indolalkylamine metabolic process
GO:0052710	N-alpha,N-alpha,N-alpha-trimethyl-L-histidine catabolic process
GO:1900821	orlandin biosynthetic process
GO:0006500	N-terminal protein palmitoylation
GO:0046300	2,4-dichlorophenoxyacetic acid catabolic process
GO:0051163	D-arabitol metabolic process
GO:1901814	astaxanthin catabolic process
GO:0042436	indole-containing compound catabolic process
GO:0042047	W-molybdopterin cofactor biosynthetic process
GO:0070153	mitochondrial leucyl-tRNA aminoacylation
GO:0035837	ergot alkaloid biosynthetic process
GO:0043048	dolichyl monophosphate biosynthetic process
GO:0019601	toluene oxidation via 2-hydroxytoluene
GO:0009082	branched-chain amino acid biosynthetic process
GO:1900991	scopolamine biosynthetic process
GO:0032639	TRAIL production
GO:0032342	aldosterone biosynthetic process
GO:1903257	selenoneine biosynthetic process
GO:0061837	neuropeptide processing
GO:0009248	K antigen biosynthetic process
GO:0071040	nuclear polyadenylation-dependent antisense transcript catabolic process
GO:0006225	UDP biosynthetic process
GO:0048361	root epithelial mucilage metabolic process
GO:0044272	sulfur compound biosynthetic process
GO:0046474	glycerophospholipid biosynthetic process
GO:0009698	phenylpropanoid metabolic process
GO:0034354	'de novo' NAD biosynthetic process from tryptophan
GO:0009848	indoleacetic acid biosynthetic process via tryptophan
GO:0009180	purine ribonucleoside diphosphate biosynthetic process
GO:0009168	purine ribonucleoside monophosphate biosynthetic process
GO:0006083	acetate metabolic process
GO:0010791	DNA double-strand break processing involved in repair via synthesis-dependent strand annealing
GO:0071272	morphine metabolic process
GO:0017185	peptidyl-lysine hydroxylation
GO:0009216	purine deoxyribonucleoside triphosphate biosynthetic process
GO:0019320	hexose catabolic process
GO:1901173	phytoene catabolic process
GO:0052325	cell wall pectin biosynthetic process
GO:0043150	DNA synthesis involved in double-strand break repair via homologous recombination
GO:0046335	ethanolamine biosynthetic process
GO:0070397	wall teichoic acid metabolic process
GO:0016554	cytidine to uridine editing
GO:0033468	CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
GO:1902056	(25S)-Delta(7)-dafachronate metabolic process
GO:0031591	wybutosine biosynthetic process
GO:1901022	4-hydroxyphenylacetate metabolic process
GO:0046169	methanol biosynthetic process
GO:0034355	NAD salvage
GO:0032799	low-density lipoprotein receptor particle metabolic process
GO:0019668	anaerobic catabolism of pairs of amino acids
GO:0071027	nuclear RNA surveillance
GO:0046098	guanine metabolic process
GO:1901801	1,5-anhydro-D-fructose metabolic process
GO:0070262	peptidyl-serine dephosphorylation
GO:0140291	peptidyl-glutamate ADP-deribosylation
GO:0006094	gluconeogenesis
GO:0009717	isoflavonoid biosynthetic process
GO:0006061	sorbitol biosynthetic process
GO:0042416	dopamine biosynthetic process
GO:0000720	pyrimidine dimer repair by nucleotide-excision repair
GO:0042732	D-xylose metabolic process
GO:0019356	nicotinate nucleotide biosynthetic process from tryptophan
GO:0036088	D-serine catabolic process
GO:0097173	N-acetylmuramic acid catabolic process
GO:0034033	purine nucleoside bisphosphate biosynthetic process
GO:0051143	propanediol metabolic process
GO:0001573	ganglioside metabolic process
GO:0042179	nicotine biosynthetic process
GO:0018410	C-terminal protein amino acid modification
GO:0061613	glycolytic process from glycerol
GO:0000476	maturation of 4.5S rRNA
GO:0034983	peptidyl-lysine deacetylation
GO:1900629	methanophenazine metabolic process
GO:0051791	medium-chain fatty acid metabolic process
GO:0070395	lipoteichoic acid biosynthetic process
GO:0042417	dopamine metabolic process
GO:0035760	cytoplasmic polyadenylation-dependent rRNA catabolic process
GO:0046065	dCTP metabolic process
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process
GO:0080179	1-methylguanosine metabolic process
GO:0052646	alditol phosphate metabolic process
GO:0035862	dITP metabolic process
GO:0042439	ethanolamine-containing compound metabolic process
GO:0097390	chemokine (C-X-C motif) ligand 12 production
GO:1901941	(+)-epi-alpha-bisabolol metabolic process
GO:0006538	glutamate catabolic process
GO:0001887	selenium compound metabolic process
GO:0006433	prolyl-tRNA aminoacylation
GO:0042863	pyochelin metabolic process
GO:0019579	aldaric acid catabolic process
GO:0006146	adenine catabolic process
GO:1903256	selenoneine metabolic process
GO:0031456	glycine betaine biosynthetic process
GO:0008206	bile acid metabolic process
GO:2001121	coenzyme gamma-F420-2 biosynthetic process
GO:0033485	cyanidin 3-O-glucoside biosynthetic process
GO:0046450	dethiobiotin metabolic process
GO:0046247	terpene catabolic process
GO:0046708	IDP biosynthetic process
GO:0042207	styrene catabolic process
GO:0061727	methylglyoxal catabolic process to lactate
GO:0097089	methyl-branched fatty acid metabolic process
GO:2001302	lipoxin A4 metabolic process
GO:0031506	cell wall glycoprotein biosynthetic process
GO:1902136	(-)-secoisolariciresinol metabolic process
GO:0036450	polyuridylation-dependent decapping of nuclear-transcribed mRNA
GO:0016054	organic acid catabolic process
GO:0019618	protocatechuate catabolic process, ortho-cleavage
GO:0016138	glycoside biosynthetic process
GO:0140891	tRNA-derived regulatory ncRNA processing
GO:0120232	prenyl-FMNH2 biosynthetic process
GO:0033258	plastid DNA metabolic process
GO:0006412	translation
GO:0030631	pyrrolysine incorporation
GO:1903409	reactive oxygen species biosynthetic process
GO:1903607	cytochrome c biosynthetic process
GO:0019441	tryptophan catabolic process to kynurenine
GO:0046153	ommochrome catabolic process
GO:0046314	phosphocreatine biosynthetic process
GO:0030980	alpha-glucan catabolic process
GO:0032631	interleukin-27 production
GO:0140782	novofumigatonin biosynthetic process
GO:0006029	proteoglycan metabolic process
GO:0070146	mitochondrial aspartyl-tRNA aminoacylation
GO:0097267	omega-hydroxylase P450 pathway
GO:0070144	mitochondrial arginyl-tRNA aminoacylation
GO:0090402	oncogene-induced cell senescence
GO:0070413	trehalose metabolism in response to stress
GO:1904161	DNA synthesis involved in UV-damage excision repair
GO:2000888	arabinoxylan-containing compound catabolic process
GO:0072529	pyrimidine-containing compound catabolic process
GO:0070179	D-serine biosynthetic process
GO:0061722	sulphoglycolysis
GO:1901764	phosphinothricin metabolic process
GO:0046157	siroheme catabolic process
GO:1902014	poly(glycerol phosphate) teichoic acid biosynthetic process
GO:0006066	alcohol metabolic process
GO:0006030	chitin metabolic process
GO:0046239	phthalate catabolic process
GO:0046047	TTP catabolic process
GO:1900798	cordyol C catabolic process
GO:0018009	N-terminal peptidyl-L-cysteine N-palmitoylation
GO:0006003	fructose 2,6-bisphosphate metabolic process
GO:0019486	beta-alanine catabolic process to mevalonate semialdehyde, by transamination
GO:0046051	UTP metabolic process
GO:0046498	S-adenosylhomocysteine metabolic process
GO:0035999	tetrahydrofolate interconversion
GO:0033074	pinene catabolic process
GO:0034078	butanediol catabolic process
GO:0000050	urea cycle
GO:0033517	myo-inositol hexakisphosphate metabolic process
GO:0043633	polyadenylation-dependent RNA catabolic process
GO:0035863	dITP catabolic process
GO:0051122	hepoxilin biosynthetic process
GO:2001131	methane biosynthetic process from dimethyl sulfide
GO:0046219	indolalkylamine biosynthetic process
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
GO:1903965	monounsaturated fatty acid catabolic process
GO:0180018	cytoplasmic polyadenylation-dependent RNA catabolic process
GO:0006383	transcription by RNA polymerase III
GO:0018879	biphenyl metabolic process
GO:0036297	interstrand cross-link repair
GO:0042761	very long-chain fatty acid biosynthetic process
GO:0006678	glucosylceramide metabolic process
GO:1902128	(-)-lariciresinol catabolic process
GO:0042189	vanillin biosynthetic process
GO:0046835	carbohydrate phosphorylation
GO:0017001	antibiotic catabolic process
GO:0033331	ent-kaurene metabolic process
GO:0042403	thyroid hormone metabolic process
GO:0000038	very long-chain fatty acid metabolic process
GO:0034343	type III interferon production
GO:0046493	lipid A metabolic process
GO:0010402	pectic arabinan metabolic process
GO:0046063	dCMP metabolic process
GO:1900727	osmoregulated periplasmic glucan biosynthetic process
GO:0045017	glycerolipid biosynthetic process
GO:0052801	bicyclic nitroimidazole metabolic process
GO:0002207	gene conversion of immunoglobulin genes involved in immune response
GO:0046705	CDP biosynthetic process
GO:0140783	(M)-viriditoxin biosynthetic process
GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
GO:0018954	pentaerythritol tetranitrate metabolic process
GO:0030847	termination of RNA polymerase II transcription, exosome-dependent
GO:0140290	peptidyl-serine ADP-deribosylation
GO:0006085	acetyl-CoA biosynthetic process
GO:0046035	CMP metabolic process
