GOID	TERM
GO:0071981	exit from diapause
GO:0048530	fruit morphogenesis
GO:0036344	platelet morphogenesis
GO:0090558	plant epidermis development
GO:0035216	haltere disc development
GO:0033335	anal fin development
GO:0060521	mesenchymal-epithelial cell signaling involved in prostate induction
GO:0042471	ear morphogenesis
GO:0035134	post-embryonic dorsal fin morphogenesis
GO:0061285	mesonephric capsule development
GO:0061104	adrenal chromaffin cell differentiation
GO:0072221	metanephric distal convoluted tubule development
GO:0055016	hypochord development
GO:0098773	skin epidermis development
GO:0048810	female analia morphogenesis
GO:0042707	ocellus photoreceptor cell fate commitment
GO:0072222	metanephric early distal convoluted tubule development
GO:0060957	endocardial cell fate commitment
GO:0021625	oculomotor nerve maturation
GO:0072143	mesangial cell development
GO:0061321	garland nephrocyte differentiation
GO:2001012	mesenchymal cell differentiation involved in renal system development
GO:0048653	anther development
GO:0070285	pigment cell development
GO:0072564	blood microparticle formation
GO:0061056	sclerotome development
GO:0060680	lateral sprouting involved in ureteric bud morphogenesis
GO:0021590	cerebellum maturation
GO:0010074	maintenance of meristem identity
GO:0061318	renal filtration cell differentiation
GO:0060748	tertiary branching involved in mammary gland duct morphogenesis
GO:0003189	aortic valve formation
GO:0110069	syncytial embryo cellularization
GO:0031153	slug development involved in sorocarp development
GO:0003168	Purkinje myocyte differentiation
GO:0035165	embryonic crystal cell differentiation
GO:0040003	chitin-based cuticle development
GO:0060879	semicircular canal fusion
GO:0080147	root hair cell development
GO:0010001	glial cell differentiation
GO:1904159	megasporocyte differentiation
GO:0061234	mesonephric glomerulus morphogenesis
GO:0061011	hepatic duct development
GO:0035149	lumen formation, open tracheal system
GO:0021531	spinal cord radial glial cell differentiation
GO:0060579	ventral spinal cord interneuron fate commitment
GO:0007463	R2/R5 cell fate commitment
GO:0014020	primary neural tube formation
GO:0021519	spinal cord association neuron specification
GO:0035112	genitalia morphogenesis
GO:0071998	ascospore release from ascus
GO:0072520	seminiferous tubule development
GO:0035799	ureter maturation
GO:0097154	GABAergic neuron differentiation
GO:0048450	floral organ structural organization
GO:0048935	peripheral nervous system neuron development
GO:1990058	fruit replum development
GO:0030323	respiratory tube development
GO:0061250	mesonephric glomerular epithelial cell differentiation
GO:0061042	vascular wound healing
GO:0003165	Purkinje myocyte development
GO:0061443	endocardial cushion cell differentiation
GO:0097751	spore-bearing structure formation
GO:0021661	rhombomere 4 morphogenesis
GO:0060911	cardiac cell fate commitment
GO:0060040	retinal bipolar neuron differentiation
GO:0072249	metanephric podocyte development
GO:1904155	DN2 thymocyte differentiation
GO:0007426	tracheal outgrowth, open tracheal system
GO:0035029	dorsal closure, leading edge cell fate commitment
GO:0003406	retinal pigment epithelium development
GO:0071109	superior temporal gyrus development
GO:0060365	coronal suture morphogenesis
GO:0010150	leaf senescence
GO:0048383	mesectoderm development
GO:0099402	plant organ development
GO:0021545	cranial nerve development
GO:0003234	bulbus arteriosus formation
GO:0002320	lymphoid progenitor cell differentiation
GO:0003431	growth plate cartilage chondrocyte development
GO:0061384	heart trabecula morphogenesis
GO:0042461	photoreceptor cell development
GO:0075267	aecium development
GO:0021730	trigeminal sensory nucleus development
GO:0021660	rhombomere 3 formation
GO:0003239	conus arteriosus morphogenesis
GO:0021727	intermediate reticular formation development
GO:0048854	brain morphogenesis
GO:0007374	posterior midgut invagination
GO:0072181	mesonephric duct formation
GO:0021737	emboliform nucleus development
GO:0090171	chondrocyte morphogenesis
GO:0003171	atrioventricular valve development
GO:0061249	mesonephric glomerular capillary formation
GO:0140509	epithelium-like organization
GO:0001923	B-1 B cell differentiation
GO:0060433	bronchus development
GO:0097150	neuronal stem cell population maintenance
GO:0061212	mesonephric juxtaglomerular apparatus development
GO:0042246	tissue regeneration
GO:0060951	neural crest-derived cardiac glial cell differentiation
GO:0048600	oocyte fate commitment
GO:0072288	metanephric proximal tubule morphogenesis
GO:0048729	tissue morphogenesis
GO:0035670	plant-type ovary development
GO:0060679	trifid subdivision of terminal units involved in ureteric bud branching
GO:0021572	rhombomere 6 development
GO:0061383	trabecula morphogenesis
GO:0075192	haustorium mother cell formation
GO:0003414	chondrocyte morphogenesis involved in endochondral bone morphogenesis
GO:0006949	syncytium formation
GO:0060065	uterus development
GO:0007428	primary branching, open tracheal system
GO:0120224	larynx development
GO:0080187	floral organ senescence
GO:0021806	initiation of movement involved in cerebral cortex radial glia guided migration
GO:0021711	cerebellar unipolar brush cell differentiation
GO:0034299	reproductive blastospore formation
GO:0035120	post-embryonic appendage morphogenesis
GO:0072025	distal convoluted tubule development
GO:0048053	R1/R6 development
GO:0003286	atrial septum intermedium development
GO:0035069	larval midgut histolysis
GO:0042473	outer ear morphogenesis
GO:0060912	cardiac cell fate specification
GO:0106336	yolk syncytial layer development
GO:0060538	skeletal muscle organ development
GO:0060958	endocardial cell development
GO:0021574	rhombomere 8 development
GO:0031154	culmination involved in sorocarp development
GO:0001654	eye development
GO:0042337	cuticle development involved in chitin-based cuticle molting cycle
GO:0010742	macrophage derived foam cell differentiation
GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis
GO:0021540	corpus callosum morphogenesis
GO:0072214	metanephric cortex development
GO:0046528	imaginal disc fusion
GO:0072312	metanephric glomerular epithelial cell differentiation
GO:0048888	neuromast mantle cell differentiation
GO:0010098	suspensor development
GO:0061027	umbilical cord development
GO:0048757	pigment granule maturation
GO:0042670	retinal cone cell differentiation
GO:0090557	establishment of endothelial intestinal barrier
GO:0003326	pancreatic A cell fate commitment
GO:0039018	nephrostome development
GO:0090697	post-embryonic plant organ morphogenesis
GO:0033338	medial fin development
GO:0040025	vulval development
GO:0021567	rhombomere 1 development
GO:0042252	establishment of planar polarity of larval imaginal disc epithelium
GO:0043704	photoreceptor cell fate specification
GO:1904126	convergent extension involved in notochord morphogenesis
GO:0097498	endothelial tube lumen extension
GO:0048702	embryonic neurocranium morphogenesis
GO:0003325	pancreatic PP cell development
GO:0072139	glomerular parietal epithelial cell differentiation
GO:0002070	epithelial cell maturation
GO:0001700	embryonic development via the syncytial blastoderm
GO:0060711	labyrinthine layer development
GO:0045464	R8 cell fate specification
GO:0072062	proximal convoluted tubule segment 1 cell differentiation
GO:0072360	vascular cord development
GO:1903929	primary palate development
GO:0048703	embryonic viscerocranium morphogenesis
GO:0036304	umbilical cord morphogenesis
GO:0060017	parathyroid gland development
GO:0035220	wing disc development
GO:0060930	sinoatrial node cell fate commitment
GO:0048055	R2/R5 development
GO:0060166	olfactory pit development
GO:0042733	embryonic digit morphogenesis
GO:0035113	embryonic appendage morphogenesis
GO:0060217	hemangioblast cell differentiation
GO:1990632	branching involved in submandibular gland morphogenesis
GO:0043011	myeloid dendritic cell differentiation
GO:0060844	arterial endothelial cell fate commitment
GO:0061257	mesonephric podocyte development
GO:0075275	telium development
GO:0048366	leaf development
GO:0042003	masculinization of hermaphrodite soma
GO:0071599	otic vesicle development
GO:0002337	B-1a B cell differentiation
GO:0021548	pons development
GO:0048904	anterior lateral line neuromast cupula development
GO:0007485	imaginal disc-derived male genitalia development
GO:0061241	mesonephric nephron epithelium development
GO:0048869	cellular developmental process
GO:0070789	metula development
GO:0010002	cardioblast differentiation
GO:0003212	cardiac left atrium morphogenesis
GO:0048566	embryonic digestive tract development
GO:0007505	adult fat body development
GO:0030216	keratinocyte differentiation
GO:0060946	cardiac blood vessel endothelial cell differentiation
GO:0035053	dorsal vessel heart proper cell fate commitment
GO:1904157	DN4 thymocyte differentiation
GO:0071895	odontoblast differentiation
GO:0060793	sweat gland placode formation
GO:0010158	abaxial cell fate specification
GO:0030224	monocyte differentiation
GO:0021508	floor plate formation
GO:0060601	lateral sprouting from an epithelium
GO:0007561	imaginal disc eversion
GO:0048644	muscle organ morphogenesis
GO:1905867	epididymis development
GO:0007458	progression of morphogenetic furrow involved in compound eye morphogenesis
GO:0007498	mesoderm development
GO:0007308	oocyte construction
GO:0010072	primary shoot apical meristem specification
GO:0001754	eye photoreceptor cell differentiation
GO:0034296	zygospore formation
GO:0032475	otolith formation
GO:0014813	skeletal muscle satellite cell commitment
GO:0003186	tricuspid valve morphogenesis
GO:0043588	skin development
GO:0071690	cardiac muscle myosin thick filament assembly
GO:0002296	T-helper 1 cell lineage commitment
GO:0035234	ectopic germ cell programmed cell death
GO:0055045	antipodal cell degeneration
GO:0150023	apical dendrite arborization
GO:0060221	retinal rod cell differentiation
GO:0072019	proximal convoluted tubule development
GO:0001893	maternal placenta development
GO:0160095	insect pharynx development
GO:0048462	carpel formation
GO:0002300	CD8-positive, alpha-beta intraepithelial T cell differentiation
GO:0048333	mesodermal cell differentiation
GO:0046545	development of primary female sexual characteristics
GO:0030900	forebrain development
GO:0080127	fruit septum development
GO:0003187	ventriculo bulbo valve morphogenesis
GO:0032290	peripheral nervous system myelin formation
GO:0035776	pronephric proximal tubule development
GO:0048389	intermediate mesoderm development
GO:1990502	dense core granule maturation
GO:0060385	axonogenesis involved in innervation
GO:0060539	diaphragm development
GO:0061196	fungiform papilla development
GO:0021984	adenohypophysis development
GO:0021552	midbrain-hindbrain boundary structural organization
GO:0072284	metanephric S-shaped body morphogenesis
GO:0034293	sexual sporulation
GO:0048321	axial mesodermal cell differentiation
GO:0039014	cell differentiation involved in pronephros development
GO:0021870	Cajal-Retzius cell differentiation
GO:0072057	inner stripe development
GO:0010091	trichome branching
GO:0060322	head development
GO:0061549	sympathetic ganglion development
GO:0003312	pancreatic PP cell differentiation
GO:0048542	lymph gland development
GO:0061236	mesonephric comma-shaped body morphogenesis
GO:0014034	neural crest cell fate commitment
GO:0035126	post-embryonic genitalia morphogenesis
GO:0007440	foregut morphogenesis
GO:0021564	vagus nerve development
GO:0060126	somatotropin secreting cell differentiation
GO:0072172	mesonephric tubule formation
GO:0035125	embryonic anal fin morphogenesis
GO:0001525	angiogenesis
GO:0061442	cardiac muscle cell fate determination
GO:0060866	leaf abscission
GO:0048229	gametophyte development
GO:0061229	mesonephric juxtaglomerulus cell development
GO:0060041	retina development in camera-type eye
GO:0072162	metanephric mesenchymal cell differentiation
GO:0021769	orbitofrontal cortex development
GO:0003281	ventricular septum development
GO:0043587	tongue morphogenesis
GO:0060443	mammary gland morphogenesis
GO:0045467	R7 cell development
GO:0007409	axonogenesis
GO:0003358	noradrenergic neuron development
GO:0032120	ascospore-type prospore membrane formation
GO:0048447	sepal morphogenesis
GO:0060876	semicircular canal formation
GO:0060646	internal mammary gland bud epithelial cell differentiation
GO:0060976	coronary vasculature development
GO:0014012	peripheral nervous system axon regeneration
GO:0007541	sex determination, primary response to X:A ratio
GO:0014021	secondary neural tube formation
GO:0060022	hard palate development
GO:0031321	ascospore-type prospore assembly
GO:0031103	axon regeneration
GO:0060794	leaflet morphogenesis
GO:0048859	formation of anatomical boundary
GO:0021680	cerebellar Purkinje cell layer development
GO:0016331	morphogenesis of embryonic epithelium
GO:0035047	centrosomal and pronuclear rotation
GO:0060925	ventricular cardiac muscle cell fate commitment
GO:0035319	imaginal disc-derived wing hair elongation
GO:0060690	epithelial cell differentiation involved in salivary gland development
GO:0072078	nephron tubule morphogenesis
GO:0035171	lamellocyte differentiation
GO:0021584	pons formation
GO:0072565	endothelial microparticle formation
GO:0048598	embryonic morphogenesis
GO:0021505	neural fold folding
GO:0030850	prostate gland development
GO:0035801	adrenal cortex development
GO:0060648	mammary gland bud morphogenesis
GO:0055015	ventricular cardiac muscle cell development
GO:0072281	mesenchymal stem cell differentiation involved in metanephric nephron morphogenesis
GO:0021650	vestibulocochlear nerve formation
GO:0048755	branching morphogenesis of a nerve
GO:0001886	endothelial cell morphogenesis
GO:0048927	posterior lateral line neuromast support cell differentiation
GO:0048891	lateral line ganglion neuron differentiation
GO:0048844	artery morphogenesis
GO:0072017	distal tubule development
GO:0001779	natural killer cell differentiation
GO:0021619	hypoglossal nerve maturation
GO:0071730	beak formation
GO:0035169	lymph gland plasmatocyte differentiation
GO:0055004	atrial cardiac myofibril assembly
GO:0048618	post-embryonic foregut morphogenesis
GO:0010783	proboscis morphogenesis, eye-antennal disc-derived
GO:0021761	limbic system development
GO:0007521	muscle cell fate determination
GO:0061559	cranial ganglion morphogenesis
GO:0048486	parasympathetic nervous system development
GO:0062139	camera-type eye photoreceptor cell development
GO:0021718	superior olivary nucleus development
GO:0007294	germarium-derived oocyte fate determination
GO:0003329	pancreatic PP cell fate commitment
GO:0061224	mesonephric glomerulus development
GO:0060928	atrioventricular node cell development
GO:1990522	tail spike morphogenesis
GO:0046632	alpha-beta T cell differentiation
GO:0003297	heart wedging
GO:0045476	nurse cell apoptotic process
GO:0075187	hyphopodium formation
GO:0060573	cell fate specification involved in pattern specification
GO:0061243	mesonephric renal vesicle morphogenesis
GO:0033504	floor plate development
GO:0061031	endodermal digestive tract morphogenesis
GO:0016333	morphogenesis of follicular epithelium
GO:0021536	diencephalon development
GO:0007530	sex determination
GO:0048054	R2/R5 cell differentiation
GO:0001736	establishment of planar polarity
GO:0060514	prostate induction
GO:0072142	juxtaglomerulus cell development
GO:0060460	left lung morphogenesis
GO:1903728	luteal cell differentiation
GO:0072127	renal capsule development
GO:0072037	mesenchymal stem cell differentiation involved in nephron morphogenesis
GO:0061541	rhabdomere morphogenesis
GO:1990798	pancreas regeneration
GO:0003214	cardiac left ventricle morphogenesis
GO:0061360	optic chiasma development
GO:0072061	inner medullary collecting duct development
GO:0072001	renal system development
GO:0035154	terminal cell fate specification, open tracheal system
GO:0007285	primary spermatocyte growth
GO:0060436	bronchiole morphogenesis
GO:0060028	convergent extension involved in axis elongation
GO:0021965	spinal cord ventral commissure morphogenesis
GO:0061230	mesonephric juxtaglomerulus cell fate commitment
GO:0036341	chitin-based cuticle sclerotization by protein cross-linking
GO:0021698	cerebellar cortex structural organization
GO:0045465	R8 cell differentiation
GO:0016319	mushroom body development
GO:0021510	spinal cord development
GO:0072165	anterior mesonephric tubule development
GO:0021906	hindbrain-spinal cord boundary formation
GO:0001702	gastrulation with mouth forming second
GO:0022611	dormancy process
GO:0021523	somatic motor neuron differentiation
GO:0003285	septum secundum development
GO:0043697	cell dedifferentiation
GO:0048479	style development
GO:0021917	somatic motor neuron fate commitment
GO:1905072	cardiac jelly development
GO:0072180	mesonephric duct morphogenesis
GO:0021979	hypothalamus cell differentiation
GO:0072102	glomerulus morphogenesis
GO:0061260	mesonephric mesangial cell differentiation
GO:0048439	flower morphogenesis
GO:0098528	skeletal muscle fiber differentiation
GO:0031215	shell calcification
GO:0072166	posterior mesonephric tubule development
GO:0021645	vagus nerve structural organization
GO:0003192	mitral valve formation
GO:0035981	tongue muscle cell differentiation
GO:0097436	entry into dormancy
GO:0010442	guard cell morphogenesis
GO:0060689	cell differentiation involved in salivary gland development
GO:0021679	cerebellar molecular layer development
GO:0060914	heart formation
GO:0048515	spermatid differentiation
GO:0061010	gallbladder development
GO:0016360	sensory organ precursor cell fate determination
GO:0010198	synergid death
GO:0060945	cardiac neuron differentiation
GO:0035886	vascular associated smooth muscle cell differentiation
GO:0060878	pouch outgrowth involved in semicircular canal formation
GO:0060691	epithelial cell maturation involved in salivary gland development
GO:0048737	imaginal disc-derived appendage development
GO:0003225	left ventricular trabecular myocardium morphogenesis
GO:0030223	neutrophil differentiation
GO:0003343	septum transversum development
GO:0010066	ground meristem histogenesis
GO:0003220	left ventricular cardiac muscle tissue morphogenesis
GO:0048456	stamen structural organization
GO:0021577	hindbrain structural organization
GO:0060117	auditory receptor cell development
GO:0048235	pollen sperm cell differentiation
GO:0075226	encysted zoospore germination
GO:0060778	primary leaflet morphogenesis
GO:0002325	natural killer cell differentiation involved in immune response
GO:0150020	basal dendrite arborization
GO:0021897	forebrain astrocyte development
GO:0090506	axillary shoot meristem initiation
GO:0072309	mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis
GO:0061555	ganglion structural organization
GO:0001541	ovarian follicle development
GO:0042705	ocellus photoreceptor cell differentiation
GO:0060572	morphogenesis of an epithelial bud
GO:0019101	female somatic sex determination
GO:0003229	ventricular cardiac muscle tissue development
GO:0003335	corneocyte development
GO:0046845	branched duct epithelial cell fate determination, open tracheal system
GO:0007377	germ-band extension
GO:0001947	heart looping
GO:0001944	vasculature development
GO:0048724	epistomal sclerite development
GO:0035141	medial fin morphogenesis
GO:0003255	endocardial precursor cell differentiation
GO:0035318	imaginal disc-derived wing hair outgrowth
GO:0034301	endospore formation
GO:0160048	craniofacial suture closure
GO:0060272	embryonic skeletal joint morphogenesis
GO:0072252	metanephric juxtaglomerulus cell development
GO:0072282	metanephric nephron tubule morphogenesis
GO:0048654	anther morphogenesis
GO:0007391	dorsal closure
GO:0072030	short nephron development
GO:0060791	sebaceous gland placode formation
GO:0035848	oviduct morphogenesis
GO:0072197	ureter morphogenesis
GO:0060704	acinar cell differentiation involved in salivary gland development
GO:0061562	cranial ganglion structural organization
GO:0003006	developmental process involved in reproduction
GO:0070655	mechanosensory epithelium regeneration
GO:0003387	neuron differentiation involved in amphid sensory organ development
GO:0021695	cerebellar cortex development
GO:0007510	cardioblast cell fate determination
GO:0097439	acquisition of desiccation tolerance
GO:0072205	metanephric collecting duct development
GO:0007536	activation of recombination (HML)
GO:0021642	trochlear nerve formation
GO:0061441	renal artery morphogenesis
GO:0010668	ectodermal cell differentiation
GO:0048800	antennal morphogenesis
GO:0001547	antral ovarian follicle growth
GO:0072192	ureter epithelial cell differentiation
GO:0048057	R3/R4 development
GO:0003205	cardiac chamber development
GO:0048852	diencephalon morphogenesis
GO:0090058	metaxylem development
GO:0018992	germ-line sex determination
GO:0021620	hypoglossal nerve formation
GO:0003211	cardiac ventricle formation
GO:0061255	mesonephric glomerular parietal epithelial cell fate commitment
GO:0021687	cerebellar molecular layer morphogenesis
GO:0007444	imaginal disc development
GO:0060523	prostate epithelial cord elongation
GO:0010172	embryonic body morphogenesis
GO:0061977	hip joint articular cartilage development
GO:0003157	endocardium development
GO:0021896	forebrain astrocyte differentiation
GO:0044850	menstrual cycle
GO:0014018	neuroblast fate specification
GO:0048398	intermediate mesodermal cell fate specification
GO:0001744	insect visual primordium formation
GO:0048840	otolith development
GO:0010087	phloem or xylem histogenesis
GO:0075183	infection cushion formation
GO:0060215	primitive hemopoiesis
GO:0072256	metanephric glomerular mesangial cell fate commitment
GO:0060067	cervix development
GO:0048750	compound eye corneal lens morphogenesis
GO:0072152	glomerular mesangial cell fate commitment
GO:0060541	respiratory system development
GO:0021780	glial cell fate specification
GO:0003310	pancreatic A cell differentiation
GO:0061378	corpora quadrigemina development
GO:0048481	plant ovule development
GO:0072185	metanephric cap development
GO:0021636	trigeminal nerve morphogenesis
GO:0060956	endocardial cell differentiation
GO:0061277	mesonephric nephron tubule formation
GO:0042335	cuticle development
GO:0002521	leukocyte differentiation
GO:0060666	dichotomous subdivision of terminal units involved in salivary gland branching
GO:0010479	stele development
GO:0003224	left ventricular compact myocardium morphogenesis
GO:0021773	striatal medium spiny neuron differentiation
GO:0072073	kidney epithelium development
GO:0030476	ascospore wall assembly
GO:1904693	midbrain morphogenesis
GO:0008362	chitin-based embryonic cuticle biosynthetic process
GO:0061244	mesonephric S-shaped body morphogenesis
GO:0021568	rhombomere 2 development
GO:0009942	longitudinal axis specification
GO:0036098	male germ-line stem cell population maintenance
GO:0060837	blood vessel endothelial cell differentiation
GO:0021995	neuropore closure
GO:0031069	hair follicle morphogenesis
GO:0060010	Sertoli cell fate commitment
GO:0150022	apical dendrite development
GO:0021988	olfactory lobe development
GO:0007399	nervous system development
GO:0061247	mesonephric glomerular mesangium development
GO:0008585	female gonad development
GO:0060915	mesenchymal cell differentiation involved in lung development
GO:0048830	adventitious root development
GO:0060927	cardiac pacemaker cell fate commitment
GO:0060932	His-Purkinje system cell differentiation
GO:0042474	middle ear morphogenesis
GO:0060527	prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis
GO:0021723	medullary reticular formation development
GO:0061005	cell differentiation involved in kidney development
GO:0072054	renal outer medulla development
GO:0021752	inferior salivary nucleus development
GO:0060645	peripheral mammary gland bud epithelial cell differentiation
GO:0003228	atrial cardiac muscle tissue development
GO:0035922	foramen ovale closure
GO:0060892	limb basal epidermal cell fate specification
GO:0035147	branch fusion, open tracheal system
GO:0048071	sex-specific pigmentation
GO:0072115	head kidney morphogenesis
GO:0048565	digestive tract development
GO:0150063	visual system development
GO:0033336	caudal fin development
GO:0060060	post-embryonic retina morphogenesis in camera-type eye
GO:0060894	limb spinous cell fate specification
GO:0044671	sorocarp spore cell differentiation
GO:0035119	embryonic pelvic fin morphogenesis
GO:0035168	larval lymph gland hemocyte differentiation
GO:0007435	salivary gland morphogenesis
GO:0090603	sieve element differentiation
GO:0021517	ventral spinal cord development
GO:1990828	hepatocyte dedifferentiation
GO:0048138	germ-line cyst encapsulation
GO:0048546	digestive tract morphogenesis
GO:0035850	epithelial cell differentiation involved in kidney development
GO:0002164	larval development
GO:0097103	endothelial stalk cell fate specification
GO:0042692	muscle cell differentiation
GO:0072285	mesenchymal to epithelial transition involved in metanephric renal vesicle formation
GO:0030879	mammary gland development
GO:0048813	dendrite morphogenesis
GO:0001657	ureteric bud development
GO:0002308	CD8-positive, alpha-beta cytotoxic T cell differentiation
GO:0003342	proepicardium development
GO:0002328	pro-B cell differentiation
GO:0060037	pharyngeal system development
GO:0021583	pons morphogenesis
GO:0035148	tube formation
GO:0060448	dichotomous subdivision of terminal units involved in lung branching
GO:0048823	nucleate erythrocyte development
GO:0072206	metanephric juxtaglomerular apparatus development
GO:0021627	olfactory nerve morphogenesis
GO:0035857	eosinophil fate specification
GO:0007378	amnioserosa formation
GO:0021716	inferior olivary nucleus structural organization
GO:0061373	mammillary axonal complex development
GO:0007423	sensory organ development
GO:0036360	sorocarp stalk morphogenesis
GO:0060670	branching involved in labyrinthine layer morphogenesis
GO:0045065	cytotoxic T cell differentiation
GO:0072186	metanephric cap morphogenesis
GO:0001824	blastocyst development
GO:0046548	retinal rod cell development
GO:0061974	perichondral bone morphogenesis
GO:0035130	post-embryonic pectoral fin morphogenesis
GO:0050936	xanthophore differentiation
GO:0061207	mesonephric juxtaglomerulus cell differentiation
GO:0001745	compound eye morphogenesis
GO:0001714	endodermal cell fate specification
GO:0061054	dermatome development
GO:0030220	platelet formation
GO:0101027	optical nerve axon regeneration
GO:0019100	male germ-line sex determination
GO:0002301	CD4-positive, alpha-beta intraepithelial T cell differentiation
GO:0035215	genital disc development
GO:0061276	mesonephric proximal tubule morphogenesis
GO:0021562	vestibulocochlear nerve development
GO:0072094	metanephric renal vesicle induction
GO:0021506	anterior neuropore closure
GO:0070365	hepatocyte differentiation
GO:0030540	female genitalia development
GO:0007392	initiation of dorsal closure
GO:0042694	muscle cell fate specification
GO:1905139	apical ectodermal ridge formation
GO:0062094	stomach development
GO:0061208	cell differentiation involved in mesonephros development
GO:0072087	renal vesicle development
GO:0072675	osteoclast fusion
GO:0000902	cell morphogenesis
GO:0009556	microsporogenesis
GO:0048807	female genitalia morphogenesis
GO:0007436	larval salivary gland morphogenesis
GO:0072011	glomerular endothelium development
GO:0007309	oocyte axis specification
GO:0001501	skeletal system development
GO:0060941	epicardium-derived cardiac fibroblast cell fate commitment
GO:0021955	central nervous system neuron axonogenesis
GO:0007310	oocyte dorsal/ventral axis specification
