GOID	TERM
GO:0071210	protein insertion into membrane raft
GO:0051684	maintenance of Golgi location
GO:1990942	mitotic metaphase chromosome recapture
GO:1902599	sulfathiazole transmembrane transport
GO:0072595	maintenance of protein localization in organelle
GO:1903988	iron ion export across plasma membrane
GO:1903415	flavonoid transport from endoplasmic reticulum to plant-type vacuole
GO:0098971	anterograde dendritic transport of neurotransmitter receptor complex
GO:0032598	B cell receptor transport into immunological synapse
GO:0090150	establishment of protein localization to membrane
GO:0120110	interphase mitotic telomere clustering
GO:0097717	copper ion transport across blood-cerebrospinal fluid barrier
GO:0048278	vesicle docking
GO:1990428	miRNA transport
GO:0061644	protein localization to CENP-A containing chromatin
GO:0015707	nitrite transport
GO:0071205	protein localization to juxtaparanode region of axon
GO:1990044	protein localization to lipid droplet
GO:0070460	thyroid-stimulating hormone secretion
GO:0072688	SHREC complex localization
GO:0034067	protein localization to Golgi apparatus
GO:1905011	transmembrane phosphate ion transport from cytosol to vacuole
GO:0055085	transmembrane transport
GO:0034219	carbohydrate transmembrane transport
GO:0140203	spermidine import across plasma membrane
GO:1990546	mitochondrial tricarboxylic acid transmembrane transport
GO:0033370	maintenance of protein location in mast cell secretory granule
GO:1902341	xylitol transmembrane transport
GO:0099586	release of sequestered calcium ion into postsynaptic cytosol
GO:0071631	mating pheromone secretion involved in positive regulation of conjugation with cellular fusion
GO:0180042	polyphosphate import into vacuole
GO:0043061	meiotic metaphase II chromosome alignment
GO:0032941	secretion by tissue
GO:0015872	dopamine transport
GO:0015679	plasma membrane copper ion transport
GO:0099110	microtubule polymerization based protein transport to cell tip cortex
GO:0038010	positive regulation of signal transduction by receptor internalization
GO:0015755	fructose transmembrane transport
GO:0051643	endoplasmic reticulum localization
GO:0043316	cytotoxic T cell degranulation
GO:0097688	glutamate receptor clustering
GO:1905135	biotin import across plasma membrane
GO:0051503	adenine nucleotide transport
GO:0019091	mitochondrial lrRNA export from mitochondrion
GO:0015766	disaccharide transport
GO:0061502	early endosome to recycling endosome transport
GO:0010540	basipetal auxin transport
GO:0032600	chemokine receptor transport out of membrane raft
GO:0090204	protein localization to nuclear pore
GO:0061842	microtubule organizing center localization
GO:0008298	intracellular mRNA localization
GO:0033223	2-aminoethylphosphonate transport
GO:0043001	Golgi to plasma membrane protein transport
GO:0015800	acidic amino acid transport
GO:0035934	corticosterone secretion
GO:0061532	primary amine secretion, neurotransmission
GO:0060478	acrosomal vesicle exocytosis
GO:0044858	plasma membrane raft polarization
GO:0090453	aspartate transmembrane import into vacuole
GO:0098776	protein transport across the cell outer membrane
GO:0006621	protein retention in ER lumen
GO:0019097	pole plasm mitochondrial srRNA localization
GO:1904273	L-alanine import across plasma membrane
GO:0097117	guanylate kinase-associated protein clustering
GO:1904557	L-alanine transmembrane transport
GO:0015874	norepinephrine transport
GO:0046595	establishment of pole plasm mRNA localization
GO:0032254	establishment of secretory granule localization
GO:1902497	iron-sulfur cluster transmembrane transport
GO:0014051	gamma-aminobutyric acid secretion
GO:0051600	regulation of endocytosis by exocyst localization
GO:0046541	saliva secretion
GO:0099646	neurotransmitter receptor transport, plasma membrane to endosome
GO:0110126	phloem loading
GO:0051644	plastid localization
GO:0035773	insulin secretion involved in cellular response to glucose stimulus
GO:0015848	spermidine transport
GO:0015882	L-ascorbic acid transmembrane transport
GO:0036052	protein localization to uropod
GO:0050658	RNA transport
GO:0097479	synaptic vesicle localization
GO:0046942	carboxylic acid transport
GO:0051668	localization within membrane
GO:0072697	protein localization to cell cortex
GO:0140330	xenobiotic detoxification by transmembrane export across the cell outer membrane
GO:0032255	maintenance of secretory granule location
GO:0061780	mitotic cohesin loading
GO:1902656	calcium ion import into cytosol
GO:0007038	endocytosed protein transport to vacuole
GO:0099637	neurotransmitter receptor transport
GO:0089718	amino acid import across plasma membrane
GO:0110141	L-glutamate import into mitochondrion
GO:2001087	sophorose transport
GO:0030989	dynein-driven meiotic oscillatory nuclear movement
GO:0090120	lysosome to ER cholesterol transport
GO:0097579	extracellular sequestering of copper ion
GO:0033036	macromolecule localization
GO:1990542	mitochondrial transmembrane transport
GO:0015786	UDP-glucose transmembrane transport
GO:0014047	glutamate secretion
GO:0042070	maintenance of oocyte nucleus location involved in oocyte dorsal/ventral axis specification
GO:1901656	glycoside transport
GO:0042908	xenobiotic transport
GO:0072660	maintenance of protein location in plasma membrane
GO:0015880	coenzyme A transport
GO:1902475	L-alpha-amino acid transmembrane transport
GO:0051204	protein insertion into mitochondrial membrane
GO:1903352	L-ornithine transmembrane transport
GO:0062021	mitotic cohesin dsDNA (leading strand) loading
GO:0015716	organic phosphonate transport
GO:0051238	sequestering of metal ion
GO:1902334	fructose export from vacuole to cytoplasm
GO:0033231	carbohydrate export
GO:0098709	glutathione import across plasma membrane
GO:0048254	snoRNA localization
GO:0015724	formate transport
GO:0015738	glucuronate transmembrane transport
GO:0010878	cholesterol storage
GO:0120012	intermembrane sphingolipid transfer
GO:0099093	calcium export from the mitochondrion
GO:1990179	protein localization to actomyosin contractile ring
GO:0015867	ATP transport
GO:0015676	vanadium ion transport
GO:0006812	monoatomic cation transport
GO:0097113	AMPA glutamate receptor clustering
GO:0034589	hydroxyproline transport
GO:0061528	aspartate secretion
GO:0015703	chromate transport
GO:0061526	acetylcholine secretion
GO:0071988	protein localization to spindle pole body
GO:0035352	NAD transmembrane transport
GO:0090118	receptor-mediated endocytosis involved in cholesterol transport
GO:0031503	protein-containing complex localization
GO:0034635	glutathione transport
GO:0051610	serotonin uptake
GO:0061016	snRNA localization to Cajal body
GO:1900749	(R)-carnitine transport
GO:1904916	transmembrane L-lysine transport from lysosomal lumen to cytosol
GO:0140209	zinc ion import into endoplasmic reticulum
GO:1905329	sphingoid long-chain base transport
GO:0035037	sperm entry
GO:0071721	sodium-independent thromboxane transport
GO:1904555	L-proline transmembrane transport
GO:0006825	copper ion transport
GO:0051937	catecholamine transport
GO:0015719	allantoate transport
GO:0061716	miRNA export from nucleus
GO:0099638	endosome to plasma membrane protein transport
GO:0030581	symbiont intracellular protein transport in host
GO:0035349	coenzyme A transmembrane transport
GO:0080168	abscisic acid transport
GO:1903608	protein localization to cytoplasmic stress granule
GO:0099124	axonal dopamine secretion
GO:0040001	establishment of mitotic spindle localization
GO:0071562	nucleus-vacuole junction assembly
GO:0045443	juvenile hormone secretion
GO:0051209	release of sequestered calcium ion into cytosol
GO:0015847	putrescine transport
GO:0050657	nucleic acid transport
GO:0071168	protein localization to chromatin
GO:0140125	thiamine import across plasma membrane
GO:0097577	sequestering of iron ion
GO:0140967	manganese import into cell
GO:0015712	hexose phosphate transport
GO:0015905	bicyclomycin transmembrane transport
GO:0031922	pyridoxamine transport
GO:0120009	intermembrane lipid transfer
GO:0051876	pigment granule dispersal
GO:0036246	phytochelatin 2 import into vacuole
GO:0043132	NAD transport
GO:0048242	epinephrine secretion
GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum
GO:0015798	myo-inositol transport
GO:1903513	endoplasmic reticulum to cytosol transport
GO:0061544	peptide secretion, neurotransmission
GO:0015711	organic anion transport
GO:1990539	fructose import across plasma membrane
GO:0015910	long-chain fatty acid import into peroxisome
GO:0072356	chromosome passenger complex localization to kinetochore
GO:0045185	maintenance of protein location
GO:0061753	substrate localization to autophagosome
GO:0150104	transport across blood-brain barrier
GO:0015693	magnesium ion transport
GO:0032274	gonadotropin secretion
GO:0098953	receptor diffusion trapping
GO:0019096	pole plasm mitochondrial lrRNA localization
GO:0014055	acetylcholine secretion, neurotransmission
GO:0061586	positive regulation of transcription by transcription factor localization
GO:0032978	protein insertion into membrane from inner side
GO:0032256	establishment of dense core granule localization
GO:0031619	homologous chromosome orientation in meiotic metaphase I
GO:0098937	anterograde dendritic transport
GO:0035932	aldosterone secretion
GO:0075509	endocytosis involved in viral entry into host cell
GO:0090374	oligopeptide export from mitochondrion
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0070197	meiotic attachment of telomere to nuclear envelope
GO:0098934	retrograde dendritic transport
GO:1904108	protein localization to ciliary inversin compartment
GO:0006868	glutamine transport
GO:0051933	amino acid neurotransmitter reuptake
GO:0006892	post-Golgi vesicle-mediated transport
GO:0007318	pole plasm protein localization
GO:0097091	synaptic vesicle clustering
GO:0048312	intracellular distribution of mitochondria
GO:0098708	D-glucose import across plasma membrane
GO:0030103	vasopressin secretion
GO:1902774	late endosome to lysosome transport
GO:0006828	manganese ion transport
GO:1990379	lipid transport across blood-brain barrier
GO:0070614	tungstate ion transport
GO:0090449	phloem glucosinolate loading
GO:0099519	dense core granule cytoskeletal transport
GO:0120011	intermembrane sterol transfer
GO:0042949	arbutin transport
GO:0140352	export from cell
GO:0051647	nucleus localization
GO:0070731	cGMP transport
GO:0098705	copper ion import across plasma membrane
GO:0099075	mitochondrion-derived vesicle mediated transport
GO:0060919	auxin import into cell
GO:0035436	triose phosphate transmembrane transport
GO:0043308	eosinophil degranulation
GO:0042044	fluid transport
GO:0071694	maintenance of protein location in extracellular region
GO:0006405	RNA export from nucleus
GO:0090515	L-glutamate transmembrane import into vacuole
GO:0035879	plasma membrane lactate transport
GO:0036084	GDP-fucose import into endoplasmic reticulum lumen
GO:0006881	extracellular sequestering of iron ion
GO:0015673	silver ion transport
GO:1904556	L-tryptophan transmembrane transport
GO:0038015	positive regulation of insulin receptor signaling pathway by insulin receptor internalization
GO:0035943	estrone secretion
GO:0043574	peroxisomal transport
GO:1900866	glycolate transport
GO:0045048	protein insertion into ER membrane
GO:1905743	calcium import into the mitochondrion involved in negative regulation of presynaptic cytosolic calcium concentration
GO:0098967	exocytic insertion of neurotransmitter receptor to postsynaptic membrane
GO:0120010	intermembrane phospholipid transfer
GO:0035623	renal D-glucose absorption
GO:0002561	basophil degranulation
GO:1990854	vacuole-ER tethering
GO:0048193	Golgi vesicle transport
GO:0015777	teichoic acid transport
GO:0006839	mitochondrial transport
GO:0097118	neuroligin clustering involved in postsynaptic membrane assembly
GO:0071574	protein localization to medial cortex
GO:0016081	synaptic vesicle docking
GO:0016192	vesicle-mediated transport
GO:0032258	cytoplasm to vacuole targeting by the Cvt pathway
GO:0070844	polyubiquitinated protein transport
GO:0097037	heme export
GO:0006907	pinocytosis
GO:0070715	sodium-dependent organic cation transport
GO:0035442	dipeptide transmembrane transport
GO:0090514	L-tyrosine transmembrane import into vacuole
GO:0072599	establishment of protein localization to endoplasmic reticulum
GO:0010877	lipid transport involved in lipid storage
GO:0071211	protein targeting to vacuole involved in autophagy
GO:0140317	export across cell outer membrane
GO:0170037	export from the mitochondrion
GO:0044315	protein secretion by the type VII secretion system
GO:0051654	establishment of mitochondrion localization
GO:1903801	L-leucine import across plasma membrane
GO:0099180	zinc ion import into synaptic vesicle
GO:1990547	mitochondrial phosphate ion transmembrane transport
GO:0051311	meiotic metaphase chromosome alignment
GO:0042955	dextrin transport
GO:0006847	plasma membrane acetate transport
GO:0002554	serotonin secretion by platelet
GO:0033572	transferrin transport
GO:0061535	glutamate secretion, neurotransmission
GO:0045055	regulated exocytosis
GO:0006620	post-translational protein targeting to endoplasmic reticulum membrane
GO:0044872	lipoprotein localization
GO:0046720	citric acid secretion
GO:0034489	neutral amino acid transmembrane export from vacuole
GO:0032509	endosome transport via multivesicular body sorting pathway
GO:0140271	hexose import across plasma membrane
GO:0015670	carbon dioxide transport
GO:1902270	(R)-carnitine transmembrane transport
GO:0044380	protein localization to cytoskeleton
GO:0015732	prostaglandin transport
GO:0006855	xenobiotic transmembrane transport
GO:0016079	synaptic vesicle exocytosis
GO:0038011	negative regulation of signal transduction by receptor internalization
GO:0015669	gas transport
GO:0031887	lipid droplet transport along microtubule
GO:0060476	protein localization involved in acrosome reaction
GO:0006897	endocytosis
GO:0099003	vesicle-mediated transport in synapse
GO:0098969	neurotransmitter receptor transport to postsynaptic membrane
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
GO:0060287	epithelial cilium movement involved in determination of left/right asymmetry
GO:0097120	receptor localization to synapse
GO:1902946	protein localization to early endosome
GO:0015773	raffinose transport
GO:0140024	plus-end-directed endosome transport along mitotic spindle midzone microtubule
GO:1905161	protein localization to phagocytic vesicle
GO:0090666	scaRNA localization to Cajal body
GO:0015816	glycine transport
GO:1902463	protein localization to cell leading edge
GO:1903540	establishment of protein localization to postsynaptic membrane
GO:1904825	protein localization to microtubule plus-end
GO:0015735	uronic acid transmembrane transport
GO:0015836	lipid-linked peptidoglycan transport
GO:0097499	protein localization to non-motile cilium
GO:1902414	protein localization to cell junction
GO:1903088	5-amino-1-ribofuranosylimidazole-4-carboxamide transmembrane transport
GO:0010148	transpiration
GO:0032974	amino acid transmembrane export from vacuole
GO:0009562	embryo sac nuclear migration
GO:0032599	protein transport out of membrane raft
GO:0007097	nuclear migration
GO:0045050	protein insertion into ER membrane by stop-transfer membrane-anchor sequence
GO:0032275	luteinizing hormone secretion
GO:0031144	proteasome localization
GO:0098840	protein transport along microtubule
GO:0048211	Golgi vesicle docking
GO:0060813	anterior mRNA localization involved in anterior/posterior axis specification
GO:0015988	energy coupled proton transmembrane transport, against electrochemical gradient
GO:0098957	anterograde axonal transport of mitochondrion
GO:0051310	metaphase chromosome alignment
GO:0140331	aminophospholipid translocation
GO:1990554	mitochondrial 3'-phospho-5'-adenylyl sulfate transmembrane transport
GO:0015031	protein transport
GO:0043090	amino acid import
GO:0015891	siderophore transport
GO:1901264	carbohydrate derivative transport
GO:0034501	protein localization to kinetochore
GO:1903083	protein localization to condensed chromosome
GO:0046819	protein secretion by the type V secretion system
GO:0071692	protein localization to extracellular region
GO:0015844	monoamine transport
GO:0015723	bilirubin transport
GO:0070509	calcium ion import
GO:0036372	opsin transport
GO:0099630	postsynaptic neurotransmitter receptor cycle
GO:0034502	protein localization to chromosome
GO:0045141	meiotic telomere clustering
GO:0030730	sequestering of triglyceride
GO:1990555	mitochondrial oxaloacetate transmembrane transport
GO:0051630	acetylcholine uptake
GO:0071206	establishment of protein localization to juxtaparanode region of axon
GO:0099633	protein localization to postsynaptic specialization membrane
GO:0034488	basic amino acid transmembrane export from vacuole
GO:0003096	renal sodium ion transport
GO:0003351	epithelial cilium movement involved in extracellular fluid movement
GO:0043213	bacteriocin transport
GO:0006833	water transport
GO:0140057	vacuole-mitochondria membrane tethering
GO:0048311	mitochondrion distribution
GO:0071693	protein transport within extracellular region
GO:0065002	intracellular protein transmembrane transport
GO:0035281	pre-miRNA export from nucleus
GO:0015918	sterol transport
GO:0080170	hydrogen peroxide transmembrane transport
GO:0015804	neutral amino acid transport
GO:1901373	lipid hydroperoxide transport
GO:1902300	galactarate transmembrane transport
GO:0097271	protein localization to bud neck
GO:0035735	intraciliary transport involved in cilium assembly
GO:0042045	epithelial fluid transport
GO:0044097	secretion by the type IV secretion system
GO:0036371	protein localization to T-tubule
GO:0015694	mercury ion transport
GO:1990280	RNA localization to chromatin
GO:0072598	protein localization to chloroplast
GO:1902432	protein localization to division septum
GO:0090152	establishment of protein localization to mitochondrial membrane involved in mitochondrial fission
GO:0051168	nuclear export
GO:0015885	5-formyltetrahydrofolate transport
GO:0006843	mitochondrial citrate transmembrane transport
GO:1904853	protein localization to ascospore wall
GO:0072766	centromere clustering at the mitotic interphase nuclear envelope
GO:0140821	UDP-beta-L-arabinofuranose import into Golgi lumen
GO:0098653	centromere clustering
GO:1903091	pyridoxamine transmembrane transport
GO:0099043	cargo loading involved in clathrin-dependent endocytosis
GO:0051758	homologous chromosome movement towards spindle pole in meiosis I anaphase
GO:0015913	short-chain fatty acid transmembrane transport
GO:0106082	sucrose import across plasma membrane
GO:0099019	maintenance of protein localization at growing cell tip
GO:0000132	establishment of mitotic spindle orientation
GO:0015899	aminotriazole transport
GO:0015795	sorbitol transmembrane transport
GO:0006614	SRP-dependent cotranslational protein targeting to membrane
GO:0033367	protein localization to mast cell secretory granule
GO:1905431	microcystin transport
GO:0015776	capsular polysaccharide transport
GO:0010315	auxin export across the plasma membrane
GO:0051640	organelle localization
GO:0035443	tripeptide transmembrane transport
GO:0061509	asymmetric protein localization to old mitotic spindle pole body
GO:0097114	NMDA glutamate receptor clustering
GO:0032309	icosanoid secretion
GO:0006909	phagocytosis
GO:0046724	oxalic acid secretion
GO:0036085	GDP-fucose import into Golgi lumen
GO:0015908	fatty acid transport
GO:0071577	zinc ion transmembrane transport
GO:0098959	retrograde dendritic transport of mitochondrion
GO:0006408	snRNA export from nucleus
GO:0099017	maintenance of protein localization at cell tip
GO:0015990	electron transport coupled proton transport
GO:1905887	autoinducer AI-2 transmembrane transport
GO:0051625	epinephrine uptake
GO:0032218	riboflavin transport
GO:0033227	dsRNA transport
GO:0015728	mevalonate transport
GO:0180015	nucleoside import across plasma membrane
GO:0071539	protein localization to centrosome
GO:0072742	SAGA complex localization to transcription regulatory region
GO:0032252	secretory granule localization
GO:0038055	BMP secretion
GO:0015877	biopterin transport
GO:0015761	mannose transmembrane transport
GO:0098747	slow, calcium ion-dependent exocytosis of neurotransmitter
GO:0032253	dense core granule localization
GO:0020028	endocytic hemoglobin import into cell
GO:1990548	mitochondrial FAD transmembrane transport
GO:1903213	protein localization to subtelomeric heterochromatin
GO:0098703	calcium ion import across plasma membrane
GO:0002533	lysosomal enzyme secretion involved in inflammatory response
GO:0019749	cytoskeleton-dependent cytoplasmic transport, nurse cell to oocyte
GO:1902967	protein localization to mitotic spindle midzone
GO:1903621	protein localization to photoreceptor connecting cilium
GO:0097115	neurexin clustering involved in presynaptic membrane assembly
GO:1902396	protein localization to bicellular tight junction
GO:0032334	inhibin secretion
GO:0015806	S-methylmethionine transport
GO:0015769	melibiose transport
GO:1990349	gap junction-mediated intercellular transport
GO:0032401	establishment of melanosome localization
GO:0035433	acetate transmembrane transport
GO:0015821	methionine transport
GO:0051029	rRNA transport
GO:0015783	GDP-fucose transmembrane transport
GO:0016973	poly(A)+ mRNA export from nucleus
GO:0015820	L-leucine transport
GO:0042137	sequestering of neurotransmitter
GO:0071705	nitrogen compound transport
GO:0098655	monoatomic cation transmembrane transport
GO:0051688	maintenance of plastid location
GO:0099040	ceramide translocation
GO:0015690	aluminum cation transport
GO:0051620	norepinephrine uptake
GO:0035928	rRNA import into mitochondrion
GO:0006851	mitochondrial calcium ion transmembrane transport
GO:0034775	glutathione transmembrane transport
GO:0051936	gamma-aminobutyric acid reuptake
GO:0032940	secretion by cell
GO:0051608	histamine transport
GO:1903825	organic acid transmembrane transport
GO:1904758	protein localization to new growing cell tip
GO:0015772	oligosaccharide transport
