GOID	TERM
GO:1905900	negative regulation of smooth muscle tissue development
GO:0031452	negative regulation of heterochromatin formation
GO:1900702	negative regulation of orcinol biosynthetic process
GO:0051490	negative regulation of filopodium assembly
GO:1900352	negative regulation of methanofuran biosynthetic process
GO:0031509	subtelomeric heterochromatin formation
GO:1902684	negative regulation of receptor localization to synapse
GO:2000623	negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0106015	negative regulation of inflammatory response to wounding
GO:1904513	negative regulation of initiation of premeiotic DNA replication
GO:1900139	negative regulation of arachidonate secretion
GO:1902963	negative regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process
GO:1900358	negative regulation of nigerotriose transport
GO:2001004	negative regulation of pectin catabolic process
GO:1904950	negative regulation of establishment of protein localization
GO:0140921	negative regulation of thermomorphogenesis
GO:1905400	negative regulation of activated CD4-positive, alpha-beta T cell apoptotic process
GO:0023021	termination of signal transduction
GO:0032076	negative regulation of deoxyribonuclease activity
GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production
GO:0032466	negative regulation of cytokinesis
GO:1901711	negative regulation of homoserine biosynthetic process
GO:0032078	negative regulation of endodeoxyribonuclease activity
GO:0010697	negative regulation of mitotic spindle pole body separation
GO:0070617	negative regulation of thiamine diphosphate biosynthetic process
GO:1901670	negative regulation of superoxide dismutase activity
GO:1903403	negative regulation of renal phosphate excretion
GO:0000437	carbon catabolite repression of transcription from RNA polymerase II promoter
GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation
GO:0106072	negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0000760	adaptation to pheromone regulating conjugation with mutual genetic exchange
GO:1902225	negative regulation of acrosome reaction
GO:0060818	inactivation of paternal X chromosome by genomic imprinting
GO:0110163	negative regulation of mitotic spindle elongation (spindle phase three)
GO:0120042	negative regulation of macrophage proliferation
GO:0007093	mitotic cell cycle checkpoint signaling
GO:1904846	negative regulation of establishment of bipolar cell polarity
GO:0035305	negative regulation of dephosphorylation
GO:0023022	termination of T cell signal transduction
GO:1905009	negative regulation of L-lysine import across plasma membrane
GO:0031555	transcriptional attenuation
GO:1903946	negative regulation of ventricular cardiac muscle cell action potential
GO:1901429	negative regulation of syringal lignin biosynthetic process
GO:1904736	negative regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO:1905809	negative regulation of synapse organization
GO:0032688	negative regulation of interferon-beta production
GO:0061060	negative regulation of peptidoglycan recognition protein signaling pathway
GO:0043301	negative regulation of leukocyte degranulation
GO:1901194	negative regulation of formation of translation preinitiation complex
GO:1905675	negative regulation of adaptive immune memory response
GO:0046673	negative regulation of compound eye retinal cell programmed cell death
GO:1900269	negative regulation of reverse transcription
GO:1905341	negative regulation of protein localization to kinetochore
GO:2001136	negative regulation of endocytic recycling
GO:0060266	negative regulation of respiratory burst involved in inflammatory response
GO:1905851	negative regulation of backward locomotion
GO:0070563	negative regulation of vitamin D receptor signaling pathway
GO:0061123	negative regulation of positive chemotaxis to cAMP
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT
GO:0048496	maintenance of animal organ identity
GO:2000757	negative regulation of peptidyl-lysine acetylation
GO:0071045	nuclear histone mRNA catabolic process
GO:1902251	negative regulation of erythrocyte apoptotic process
GO:1901211	negative regulation of cardiac chamber formation
GO:2000731	negative regulation of termination of RNA polymerase I transcription
GO:0061944	negative regulation of protein K48-linked ubiquitination
GO:0045587	negative regulation of gamma-delta T cell differentiation
GO:0110066	negative regulation of interphase mitotic telomere clustering
GO:0034757	negative regulation of iron ion transport
GO:2000296	negative regulation of hydrogen peroxide catabolic process
GO:0044147	negative regulation of formation of structure involved in a symbiotic process
GO:1902873	negative regulation of horizontal cell localization
GO:0032815	negative regulation of natural killer cell activation
GO:0061296	negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis
GO:1903817	negative regulation of voltage-gated potassium channel activity
GO:0061871	negative regulation of hepatic stellate cell migration
GO:0010693	negative regulation of alkaline phosphatase activity
GO:2000007	negative regulation of metanephric comma-shaped body morphogenesis
GO:1905865	negative regulation of Atg1/ULK1 kinase complex assembly
GO:0052003	symbiont-mediated suppression of defense-related host salicylic acid-mediated signal transduction pathway
GO:0140216	negative regulation of D-aspartate import across plasma membrane
GO:1902447	negative regulation of shade avoidance
GO:1903796	negative regulation of inorganic anion transmembrane transport
GO:0021822	negative regulation of cell motility involved in cerebral cortex radial glia guided migration
GO:1903726	negative regulation of phospholipid metabolic process
GO:0032938	negative regulation of translation in response to oxidative stress
GO:2000607	negative regulation of cell proliferation involved in mesonephros development
GO:0014014	negative regulation of gliogenesis
GO:1900684	negative regulation of fumonisin biosynthetic process
GO:0090260	negative regulation of retinal ganglion cell axon guidance
GO:0048375	negative regulation of lateral mesodermal cell fate determination
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA
GO:1901094	negative regulation of protein homotetramerization
GO:0106135	negative regulation of cardiac muscle cell contraction
GO:0002924	negative regulation of humoral immune response mediated by circulating immunoglobulin
GO:0043407	negative regulation of MAP kinase activity
GO:0048577	negative regulation of short-day photoperiodism, flowering
GO:0050858	negative regulation of antigen receptor-mediated signaling pathway
GO:1902931	negative regulation of alcohol biosynthetic process
GO:1905090	negative regulation of type 2 mitophagy
GO:2000122	negative regulation of stomatal complex development
GO:0051612	negative regulation of serotonin uptake
GO:0060234	neuroblast delamination
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation
GO:2000853	negative regulation of corticosterone secretion
GO:0002829	negative regulation of type 2 immune response
GO:0032690	negative regulation of interleukin-1 alpha production
GO:0046329	negative regulation of JNK cascade
GO:0045902	negative regulation of translational fidelity
GO:0042989	sequestering of actin monomers
GO:1903885	negative regulation of chemokine (C-C motif) ligand 20 production
GO:0032710	negative regulation of interleukin-26 production
GO:1904236	negative regulation of substrate-dependent cell migration, cell attachment to substrate
GO:2000998	negative regulation of cellulose catabolic process
GO:0040027	negative regulation of vulval development
GO:1904553	negative regulation of chemotaxis to arachidonate
GO:0090327	negative regulation of locomotion involved in locomotory behavior
GO:0043310	negative regulation of eosinophil degranulation
GO:0045879	negative regulation of smoothened signaling pathway
GO:1903588	negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
GO:1905800	negative regulation of intraciliary retrograde transport
GO:0043155	negative regulation of photosynthesis, light reaction
GO:0034092	negative regulation of maintenance of sister chromatid cohesion
GO:1902461	negative regulation of mesenchymal stem cell proliferation
GO:0090024	negative regulation of neutrophil chemotaxis
GO:2000342	negative regulation of chemokine (C-X-C motif) ligand 2 production
GO:1903217	negative regulation of protein processing involved in protein targeting to mitochondrion
GO:2000293	negative regulation of defecation
GO:0150138	negative regulation of interleukin-37 production
GO:1903619	negative regulation of transdifferentiation
GO:0062225	negative regulation of somatic muscle development
GO:0010691	negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels
GO:0045614	negative regulation of plasmatocyte differentiation
GO:0033234	negative regulation of protein sumoylation
GO:1904479	negative regulation of intestinal absorption
GO:0062133	negative regulation of L-glutamine biosynthetic process
GO:0045976	negative regulation of mitotic cell cycle, embryonic
GO:0075190	negative regulation of hyphopodium formation
GO:0007094	mitotic spindle assembly checkpoint signaling
GO:1904024	negative regulation of glucose catabolic process to lactate via pyruvate
GO:2000355	negative regulation of ovarian follicle development
GO:0070862	negative regulation of protein exit from endoplasmic reticulum
GO:0009999	negative regulation of auditory receptor cell fate specification
GO:1904503	negative regulation of lipophagy
GO:2001246	negative regulation of phosphatidylcholine biosynthetic process
GO:1903488	negative regulation of lactation
GO:1904406	negative regulation of nitric oxide metabolic process
GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway
GO:0051250	negative regulation of lymphocyte activation
GO:1903427	negative regulation of reactive oxygen species biosynthetic process
GO:0045869	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate
GO:1903647	negative regulation of chlorophyll catabolic process
GO:0030857	negative regulation of epithelial cell differentiation
GO:1902753	negative regulation of renal amino acid absorption
GO:1902010	negative regulation of translation in response to endoplasmic reticulum stress
GO:2000346	negative regulation of hepatocyte proliferation
GO:0032232	negative regulation of actin filament bundle assembly
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway
GO:0051141	negative regulation of NK T cell proliferation
GO:0160164	negative regulation of chromatin loopin
GO:1902369	negative regulation of RNA catabolic process
GO:1901435	negative regulation of toluene catabolic process
GO:0090278	negative regulation of peptide hormone secretion
GO:0071047	polyadenylation-dependent mRNA catabolic process
GO:0180040	negative regulation of pheromone response MAPK cascade
GO:1904715	negative regulation of chaperone-mediated autophagy
GO:1901627	negative regulation of postsynaptic membrane organization
GO:0032480	negative regulation of type I interferon production
GO:2000964	negative regulation of cellooligosaccharide catabolic process
GO:1901383	negative regulation of chorionic trophoblast cell proliferation
GO:0061084	negative regulation of protein refolding
GO:0033633	negative regulation of cell-cell adhesion mediated by integrin
GO:0110139	negative regulation of imaginal disc-derived leg joint morphogenesis
GO:0060588	negative regulation of lipoprotein lipid oxidation
GO:0050687	negative regulation of defense response to virus
GO:1903133	negative regulation of tube lumen cavitation
GO:0001920	negative regulation of receptor recycling
GO:0010596	negative regulation of endothelial cell migration
GO:0036522	negative regulation by symbiont of host protein localization to phagocytic vesicle
GO:1902735	negative regulation of receptor-mediated virion attachment to host cell
GO:1901797	negative regulation of signal transduction by p53 class mediator
GO:0001986	negative regulation of the force of heart contraction involved in baroreceptor response to increased systemic arterial blood pressure
GO:1904774	negative regulation of ubiquinone biosynthetic process
GO:2000178	negative regulation of neural precursor cell proliferation
GO:0060354	negative regulation of cell adhesion molecule production
GO:1905586	negative regulation of outer hair cell apoptotic process
GO:1905187	negative regulation of metaphase/anaphase transition of meiosis I
GO:0051248	negative regulation of protein metabolic process
GO:0001814	negative regulation of antibody-dependent cellular cytotoxicity
GO:0033562	co-transcriptional gene silencing by RNA interference machinery
GO:0034128	negative regulation of MyD88-independent toll-like receptor signaling pathway
GO:0043417	negative regulation of skeletal muscle tissue regeneration
GO:0014736	negative regulation of muscle atrophy
GO:1900432	negative regulation of filamentous growth of a population of unicellular organisms in response to heat
GO:0043951	negative regulation of cAMP-mediated signaling
GO:0010839	negative regulation of keratinocyte proliferation
GO:1900295	negative regulation of heptasaccharide transport
GO:1904509	negative regulation of protein localization to basolateral plasma membrane
GO:0032229	negative regulation of synaptic transmission, GABAergic
GO:1900181	negative regulation of protein localization to nucleus
GO:1900747	negative regulation of vascular endothelial growth factor signaling pathway
GO:0045916	negative regulation of complement activation
GO:1902576	negative regulation of nuclear cell cycle DNA replication
GO:2000414	negative regulation of fibronectin-dependent thymocyte migration
GO:1901533	negative regulation of hematopoietic progenitor cell differentiation
GO:1904570	negative regulation of selenocysteine incorporation
GO:0090341	negative regulation of secretion of lysosomal enzymes
GO:2000604	negative regulation of secondary growth
GO:0062026	negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process
GO:1905607	negative regulation of presynapse assembly
GO:2000126	negative regulation of octopamine or tyramine signaling pathway
GO:0001081	nitrogen catabolite repression of transcription from RNA polymerase II promoter
GO:0110084	negative regulation of protein localization to cell division site involved in mitotic actomyosin contractile ring assembly
GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway
GO:0008348	negative regulation of antimicrobial humoral response
GO:0032695	negative regulation of interleukin-12 production
GO:1905095	negative regulation of apolipoprotein A-I-mediated signaling pathway
GO:0051919	positive regulation of fibrinolysis
GO:0090301	negative regulation of neural crest formation
GO:1901467	negative regulation of ferulate catabolic process
GO:0033248	negative regulation of penicillin catabolic process
GO:0010760	negative regulation of macrophage chemotaxis
GO:0062108	negative regulation of protein localization to non-growing cell tip
GO:2000270	negative regulation of fibroblast apoptotic process
GO:1900951	negative regulation of 18-methylnonadec-1-ene biosynthetic process
GO:1903327	negative regulation of tRNA metabolic process
GO:0110031	negative regulation of G2/MI transition of meiotic cell cycle
GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity
GO:1902254	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator
GO:1904664	negative regulation of N-terminal peptidyl-methionine acetylation
GO:0150152	negative regulation of interleukin-17A production
GO:0035347	negative regulation of hypoxanthine transport
GO:2000308	negative regulation of tumor necrosis factor (ligand) superfamily member 11 production
GO:1902997	negative regulation of neurofibrillary tangle assembly
GO:1901340	negative regulation of store-operated calcium channel activity
GO:2000132	negative regulation of tyramine signaling pathway
GO:1905213	negative regulation of mitotic chromosome condensation
GO:0048090	negative regulation of female pigmentation
GO:1900945	negative regulation of isoprene metabolic process
GO:0009788	negative regulation of abscisic acid-activated signaling pathway
GO:1901923	negative regulation of sclerotium development
GO:1900484	negative regulation of protein targeting to vacuolar membrane
GO:0044759	negative regulation by symbiont of host synaptic transmission
GO:2000420	negative regulation of eosinophil extravasation
GO:1900232	negative regulation of single-species biofilm formation on inanimate substrate
GO:0014713	negative regulation of branchiomeric skeletal muscle development
GO:0010936	negative regulation of macrophage cytokine production
GO:1903594	negative regulation of histamine secretion by mast cell
GO:2001001	negative regulation of xylan catabolic process
GO:0034122	negative regulation of toll-like receptor signaling pathway
GO:0032682	negative regulation of chemokine production
GO:1900894	negative regulation of tridecane metabolic process
GO:0043031	negative regulation of macrophage activation
GO:1903355	negative regulation of distal tip cell migration
GO:0002629	negative regulation of proteolysis associated with antigen processing and presentation
GO:0010620	negative regulation of transcription by transcription factor catabolism
GO:1903828	negative regulation of protein localization
GO:2000215	negative regulation of proline metabolic process
GO:0046580	negative regulation of Ras protein signal transduction
GO:0034249	negative regulation of amide metabolic process
GO:1900915	negative regulation of octadecene biosynthetic process
GO:1903005	negative regulation of protein K63-linked deubiquitination
GO:0140719	constitutive heterochromatin formation
GO:0007026	negative regulation of microtubule depolymerization
GO:2000475	negative regulation of opioid receptor signaling pathway
GO:0002653	negative regulation of tolerance induction dependent upon immune response
GO:0043489	RNA stabilization
GO:0002650	negative regulation of tolerance induction to self antigen
GO:0032205	negative regulation of telomere maintenance
GO:0046676	negative regulation of insulin secretion
GO:1900082	negative regulation of arginine catabolic process
GO:0051895	negative regulation of focal adhesion assembly
GO:0070495	negative regulation of thrombin-activated receptor signaling pathway
GO:0045892	negative regulation of DNA-templated transcription
GO:0061002	negative regulation of dendritic spine morphogenesis
GO:0032691	negative regulation of interleukin-1 beta production
GO:1905940	negative regulation of gonad development
GO:1903339	negative regulation of cell wall organization or biogenesis
GO:0110118	negative regulation of compound eye photoreceptor cell differentiation
GO:1900909	negative regulation of olefin metabolic process
GO:0045071	negative regulation of viral genome replication
GO:0014745	negative regulation of muscle adaptation
GO:1904180	negative regulation of membrane depolarization
GO:2001050	negative regulation of tendon cell differentiation
GO:0032272	negative regulation of protein polymerization
GO:0045786	negative regulation of cell cycle
GO:0046322	negative regulation of fatty acid oxidation
GO:1902870	negative regulation of amacrine cell differentiation
GO:0045590	negative regulation of regulatory T cell differentiation
GO:0033140	negative regulation of peptidyl-serine phosphorylation of STAT protein
GO:2001234	negative regulation of apoptotic signaling pathway
GO:0048401	negative regulation of intermediate mesodermal cell fate specification
GO:0032715	negative regulation of interleukin-6 production
GO:0090219	negative regulation of lipid kinase activity
GO:0044878	mitotic cytokinesis checkpoint signaling
GO:1905457	negative regulation of lymphoid progenitor cell differentiation
GO:0090194	negative regulation of glomerulus development
GO:2000283	negative regulation of amino acid biosynthetic process
GO:0120094	negative regulation of peptidyl-lysine crotonylation
GO:0010656	negative regulation of muscle cell apoptotic process
GO:0048325	negative regulation of axial mesodermal cell fate determination
GO:1903697	negative regulation of microvillus assembly
GO:1902567	negative regulation of eosinophil activation
GO:0060451	negative regulation of hindgut contraction
GO:0150033	negative regulation of protein localization to lysosome
GO:0070446	negative regulation of oligodendrocyte progenitor proliferation
GO:0034760	negative regulation of iron ion transmembrane transport
GO:1905833	negative regulation of microtubule nucleation
GO:0001818	negative regulation of cytokine production
GO:0010100	negative regulation of photomorphogenesis
GO:1903500	negative regulation of mitotic actomyosin contractile ring assembly
GO:2000548	negative regulation of dendritic cell dendrite assembly
GO:0140502	effector-mediated suppression of host salicylic acid-mediated innate immune signaling
GO:1902848	negative regulation of neuronal signal transduction
GO:1905299	negative regulation of intestinal epithelial cell development
GO:1990787	negative regulation of hh target transcription factor activity
GO:1905175	negative regulation of vascular associated smooth muscle cell dedifferentiation
GO:1904442	negative regulation of thyroid gland epithelial cell proliferation
GO:0045656	negative regulation of monocyte differentiation
GO:0070785	negative regulation of growth of unicellular organism as a thread of attached cells
GO:0070479	nuclear-transcribed mRNA catabolic process, 5'-3' exonucleolytic nonsense-mediated decay
GO:2000201	negative regulation of ribosomal subunit export from nucleus
GO:0060392	negative regulation of SMAD protein signal transduction
GO:0070348	negative regulation of brown fat cell proliferation
GO:2000922	negative regulation of arabinoxylan-containing compound catabolic process
GO:0045677	negative regulation of R7 cell differentiation
GO:0034443	negative regulation of lipoprotein oxidation
GO:0061950	negative regulation of premature acrosome loss
GO:1904667	negative regulation of ubiquitin protein ligase activity
GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process
GO:0002792	negative regulation of peptide secretion
GO:0000751	mitotic cell cycle G1 arrest in response to pheromone
GO:1904883	negative regulation of telomerase catalytic core complex assembly
GO:0046780	symbiont-mediated suppression of host mRNA splicing
GO:0050680	negative regulation of epithelial cell proliferation
GO:1905513	negative regulation of short-term synaptic potentiation
GO:1903170	negative regulation of calcium ion transmembrane transport
GO:0060910	negative regulation of DNA replication initiation involved in plasmid copy number maintenance
GO:1902689	negative regulation of NAD metabolic process
GO:1904351	negative regulation of protein catabolic process in the vacuole
GO:0046986	negative regulation of hemoglobin biosynthetic process
GO:0045605	negative regulation of epidermal cell differentiation
GO:1902277	negative regulation of pancreatic amylase secretion
GO:2000299	negative regulation of Rho-dependent protein serine/threonine kinase activity
GO:1902526	negative regulation of protein monoubiquitination
GO:0051283	negative regulation of sequestering of calcium ion
GO:0099586	release of sequestered calcium ion into postsynaptic cytosol
GO:1902909	negative regulation of melanosome transport
GO:0071263	negative regulation of translational initiation in response to starvation
GO:1904445	negative regulation of establishment of Sertoli cell barrier
GO:0060212	negative regulation of nuclear-transcribed mRNA poly(A) tail shortening
GO:0045596	negative regulation of cell differentiation
GO:0010826	negative regulation of centrosome duplication
GO:1900441	negative regulation of filamentous growth of a population of unicellular organisms in response to neutral pH
GO:0060302	negative regulation of cytokine activity
GO:1903970	negative regulation of response to macrophage colony-stimulating factor
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
GO:1901889	negative regulation of cell junction assembly
GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation
GO:0051784	negative regulation of nuclear division
GO:1900638	negative regulation of asperfuranone biosynthetic process
GO:1900942	negative regulation of (Z)-nonadeca-1,14-diene biosynthetic process
GO:1903748	negative regulation of establishment of protein localization to mitochondrion
GO:0022401	negative adaptation of signaling pathway
GO:1903366	negative regulation of fear response
GO:1900226	negative regulation of NLRP3 inflammasome complex assembly
GO:0070429	negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway
GO:0033314	mitotic DNA replication checkpoint signaling
GO:0045986	negative regulation of smooth muscle contraction
GO:2000002	negative regulation of DNA damage checkpoint
GO:2000044	negative regulation of cardiac cell fate specification
GO:0032381	negative regulation of intracellular sterol transport
GO:1900519	negative regulation of response to pullulan
GO:0052321	negative regulation of phytoalexin metabolic process
GO:1903063	negative regulation of reverse cholesterol transport
GO:0002668	negative regulation of T cell anergy
GO:0035279	miRNA-mediated gene silencing by mRNA destabilization
GO:0150141	negative regulation of CD86 production
GO:2001186	negative regulation of CD8-positive, alpha-beta T cell activation
GO:1905958	negative regulation of cellular response to alcohol
GO:0010900	negative regulation of phosphatidylcholine catabolic process
GO:0010221	negative regulation of vernalization response
GO:1900939	negative regulation of (Z)-nonadeca-1,14-diene metabolic process
GO:0011000	replication fork arrest at mating type locus
GO:0071901	negative regulation of protein serine/threonine kinase activity
GO:1905645	negative regulation of FACT complex assembly
GO:1905716	negative regulation of cornification
GO:1904354	negative regulation of telomere capping
GO:1902729	negative regulation of proteoglycan biosynthetic process
GO:0045849	negative regulation of nurse cell apoptotic process
GO:0002798	negative regulation of antibacterial peptide secretion
GO:0071647	negative regulation of macrophage inflammatory protein-1 gamma production
GO:1900954	negative regulation of 18-methylnonadec-1-ene metabolic process
GO:1905872	negative regulation of protein localization to cell leading edge
GO:2000865	negative regulation of estradiol secretion
GO:1902201	negative regulation of bacterial-type flagellum-dependent cell motility
GO:2000642	negative regulation of early endosome to late endosome transport
GO:1903455	negative regulation of androst-4-ene-3,17-dione biosynthetic process
GO:1903077	negative regulation of protein localization to plasma membrane
GO:0031397	negative regulation of protein ubiquitination
GO:1900116	extracellular negative regulation of signal transduction
GO:2000423	negative regulation of eosinophil chemotaxis
GO:0040015	negative regulation of multicellular organism growth
GO:2000835	negative regulation of androgen secretion
GO:2001042	negative regulation of septum digestion after cytokinesis
GO:0031642	negative regulation of myelination
GO:1900847	negative regulation of naphtho-gamma-pyrone biosynthetic process
GO:0051224	negative regulation of protein transport
GO:0150102	negative regulation of monocyte activation
GO:0002918	negative regulation of peripheral B cell anergy
GO:1905013	negative regulation of 'de novo' NAD biosynthetic process from tryptophan
GO:0060467	negative regulation of fertilization
GO:0070164	negative regulation of adiponectin secretion
GO:0010812	negative regulation of cell-substrate adhesion
GO:0050709	negative regulation of protein secretion
GO:1902660	negative regulation of glucose mediated signaling pathway
GO:0023057	negative regulation of signaling
GO:0038108	negative regulation of appetite by leptin-mediated signaling pathway
GO:2000107	negative regulation of leukocyte apoptotic process
GO:0032833	negative regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response
GO:0140727	siRNA-mediated pericentric heterochromatin formation
GO:1905888	negative regulation of cellular response to very-low-density lipoprotein particle stimulus
GO:1904459	negative regulation of substance P secretion
GO:0006933	negative regulation of cell adhesion involved in substrate-bound cell migration
GO:0075258	negative regulation of teliospore formation
GO:0070759	negative regulation of interleukin-35-mediated signaling pathway
GO:1902106	negative regulation of leukocyte differentiation
GO:1904650	negative regulation of fat cell apoptotic process
GO:1904150	negative regulation of microglial cell mediated cytotoxicity
GO:0045910	negative regulation of DNA recombination
GO:1903573	negative regulation of response to endoplasmic reticulum stress
GO:0045959	negative regulation of complement activation, classical pathway
GO:0090394	negative regulation of excitatory postsynaptic potential
GO:1903574	negative regulation of cellular response to amino acid starvation
GO:0031507	heterochromatin formation
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process
GO:0051956	negative regulation of amino acid transport
GO:0002656	negative regulation of tolerance induction to nonself antigen
GO:0044761	negative regulation by symbiont of host cholinergic synaptic transmission
GO:0090350	negative regulation of cellular organofluorine metabolic process
GO:0050949	negative regulation of late stripe melanocyte differentiation
GO:1900978	negative regulation of tatiopterin metabolic process
GO:0032764	negative regulation of mast cell cytokine production
GO:0071174	mitotic spindle checkpoint signaling
GO:1903147	negative regulation of autophagy of mitochondrion
GO:0071672	negative regulation of smooth muscle cell chemotaxis
GO:0010366	negative regulation of ethylene biosynthetic process
GO:1900118	negative regulation of execution phase of apoptosis
GO:0045746	negative regulation of Notch signaling pathway
GO:0002623	negative regulation of B cell antigen processing and presentation
