GOID	TERM
GO:0006002	fructose 6-phosphate metabolic process
GO:0042126	nitrate metabolic process
GO:0006177	GMP biosynthetic process
GO:1904258	nuclear dicing body assembly
GO:0046344	ecdysteroid catabolic process
GO:0048659	smooth muscle cell proliferation
GO:0098926	postsynaptic signal transduction
GO:0140125	thiamine import across plasma membrane
GO:0002522	leukocyte migration involved in immune response
GO:0019352	protoporphyrinogen IX biosynthetic process from glycine
GO:0006239	dCMP salvage
GO:0044671	sorocarp spore cell differentiation
GO:0090244	Wnt signaling pathway involved in somitogenesis
GO:0120009	intermembrane lipid transfer
GO:0072452	response to G2 transition size control checkpoint signaling
GO:0035168	larval lymph gland hemocyte differentiation
GO:0016557	peroxisome membrane biogenesis
GO:0006524	alanine catabolic process
GO:0019350	teichoic acid biosynthetic process
GO:1903514	release of sequestered calcium ion into cytosol by endoplasmic reticulum
GO:1903513	endoplasmic reticulum to cytosol transport
GO:0019677	NAD catabolic process
GO:0001080	nitrogen catabolite activation of transcription from RNA polymerase II promoter
GO:0010143	cutin biosynthetic process
GO:0015910	long-chain fatty acid import into peroxisome
GO:0072356	chromosome passenger complex localization to kinetochore
GO:1902407	assembly of actomyosin apparatus involved in mitotic cytokinesis
GO:1903497	cellular response to 11-deoxycorticosterone
GO:0099404	mitotic sister chromatid cohesion, telomeric
GO:0009126	purine nucleoside monophosphate metabolic process
GO:0035857	eosinophil fate specification
GO:0106167	extracellular ATP signaling
GO:0061862	cellular response to differentiation-inducing factor 2
GO:0072155	epithelial cell migration involved in nephron tubule morphogenesis
GO:0075509	endocytosis involved in viral entry into host cell
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0019262	N-acetylneuraminate catabolic process
GO:0051999	mannosyl-inositol phosphorylceramide biosynthetic process
GO:0034625	fatty acid elongation, monounsaturated fatty acid
GO:0044843	cell cycle G1/S phase transition
GO:0050936	xanthophore differentiation
GO:0019335	3-methylquinoline catabolic process
GO:0042195	aerobic gallate catabolic process
GO:0071447	cellular response to hydroperoxide
GO:1900793	shamixanthone biosynthetic process
GO:0035660	MyD88-dependent toll-like receptor 4 signaling pathway
GO:0038035	ligand-independent adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0070897	transcription preinitiation complex assembly
GO:0070682	proteasome regulatory particle assembly
GO:1990672	medial-Golgi-derived vesicle fusion with Golgi trans cisterna membrane
GO:0042694	muscle cell fate specification
GO:0072198	mesenchymal cell proliferation involved in ureter development
GO:0072675	osteoclast fusion
GO:0099075	mitochondrion-derived vesicle mediated transport
GO:0046313	phosphoarginine catabolic process
GO:0010476	gibberellin mediated signaling pathway
GO:0035436	triose phosphate transmembrane transport
GO:0032293	non-myelinated axon ensheathment in central nervous system
GO:0017004	cytochrome complex assembly
GO:0019399	cyclohexanol oxidation
GO:0098535	de novo centriole assembly involved in multi-ciliated epithelial cell differentiation
GO:0044085	cellular component biogenesis
GO:0007017	microtubule-based process
GO:0014002	astrocyte development
GO:0019386	methanogenesis, from carbon dioxide
GO:0009098	L-leucine biosynthetic process
GO:0035879	plasma membrane lactate transport
GO:1990255	subsynaptic reticulum organization
GO:0036084	GDP-fucose import into endoplasmic reticulum lumen
GO:0098038	non-replicative DNA transposition
GO:0072326	vulval cell fate determination
GO:0019542	propionate biosynthetic process
GO:0006881	extracellular sequestering of iron ion
GO:0030318	melanocyte differentiation
GO:0060663	apoptotic process involved in salivary gland cavitation
GO:0060518	cell migration involved in prostatic bud elongation
GO:0019586	galacturonate metabolic process
GO:0010235	guard mother cell cytokinesis
GO:1904474	cellular response to L-dopa
GO:0007263	nitric oxide mediated signal transduction
GO:0034975	protein folding in endoplasmic reticulum
GO:0014032	neural crest cell development
GO:0090437	socket cell differentiation
GO:1900238	regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway
GO:0019367	fatty acid elongation, saturated fatty acid
GO:0031268	pseudopodium organization
GO:1990854	vacuole-ER tethering
GO:0055013	cardiac muscle cell development
GO:0140541	piRNA transcription
GO:0071574	protein localization to medial cortex
GO:0031529	ruffle organization
GO:0048822	enucleate erythrocyte development
GO:0007120	axial cellular bud site selection
GO:0060218	hematopoietic stem cell differentiation
GO:0072242	metanephric DCT cell fate commitment
GO:0032258	cytoplasm to vacuole targeting by the Cvt pathway
GO:0097104	postsynaptic membrane assembly
GO:0003200	endocardial cushion to mesenchymal transition involved in heart chamber septation
GO:0019669	anaerobic glycine catabolic process
GO:0006907	pinocytosis
GO:0035944	perforin production
GO:0071309	cellular response to phylloquinone
GO:0061049	cell growth involved in cardiac muscle cell development
GO:1900576	gerfelin metabolic process
GO:1900631	tridecane metabolic process
GO:0090514	L-tyrosine transmembrane import into vacuole
GO:0072762	cellular response to carbendazim
GO:0046201	cyanate biosynthetic process
GO:0036390	pre-replicative complex assembly involved in bacterial-type DNA replication
GO:0042857	chrysobactin metabolic process
GO:0141007	siRNA-mediated retrotransposon silencing by heterochromatin formation
GO:0097036	regulation of plasma membrane sterol distribution
GO:0032286	central nervous system myelin maintenance
GO:0097345	mitochondrial outer membrane permeabilization
GO:0060926	cardiac pacemaker cell development
GO:0039640	viral release via suppression of host peptidoglycan biosynthetic process
GO:0050428	3'-phosphoadenosine 5'-phosphosulfate biosynthetic process
GO:0001171	reverse transcription
GO:0071449	cellular response to lipid hydroperoxide
GO:1901854	5,6,7,8-tetrahydrosarcinapterin catabolic process
GO:0032011	ARF protein signal transduction
GO:0048393	intermediate mesodermal cell fate commitment
GO:0090628	plant epidermal cell fate specification
GO:0002338	B-1b B cell differentiation
GO:0001865	NK T cell differentiation
GO:0033687	osteoblast proliferation
GO:0045055	regulated exocytosis
GO:0006281	DNA repair
GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine
GO:0051231	spindle elongation
GO:0022614	membrane to membrane docking
GO:1902088	plant-type cell wall loosening involved in abscission
GO:0006082	organic acid metabolic process
GO:0060947	cardiac vascular smooth muscle cell differentiation
GO:0021959	cuneatus tract morphogenesis
GO:0006855	xenobiotic transmembrane transport
GO:1902245	cis-abienol catabolic process
GO:0038011	negative regulation of signal transduction by receptor internalization
GO:0006468	protein phosphorylation
GO:1901290	succinyl-CoA biosynthetic process
GO:0060287	epithelial cilium movement involved in determination of left/right asymmetry
GO:0019626	short-chain fatty acid catabolic process
GO:1902946	protein localization to early endosome
GO:0036446	myofibroblast differentiation
GO:0007006	mitochondrial membrane organization
GO:1905161	protein localization to phagocytic vesicle
GO:0090386	phagosome maturation involved in apoptotic cell clearance
GO:0060937	cardiac fibroblast cell fate commitment
GO:0072250	metanephric podocyte cell fate commitment
GO:0140273	repair of mitotic kinetochore microtubule attachment defect
GO:0015975	energy derivation by oxidation of reduced inorganic compounds
GO:0071229	cellular response to acid chemical
GO:0046451	diaminopimelate metabolic process
GO:0072731	cellular response to papulacandin B
GO:0071466	cellular response to xenobiotic stimulus
GO:0018952	parathion metabolic process
GO:0010234	anther wall tapetum cell fate specification
GO:0043164	Gram-negative-bacterium-type cell wall biogenesis
GO:1901751	leukotriene A4 metabolic process
GO:0021898	commitment of multipotent stem cells to neuronal lineage in forebrain
GO:0097499	protein localization to non-motile cilium
GO:0030845	phospholipase C-inhibiting G protein-coupled receptor signaling pathway
GO:0140854	interleukin-19-mediated signaling pathway
GO:0032599	protein transport out of membrane raft
GO:0033278	cell proliferation in midbrain
GO:0000951	methionine catabolic process to 3-methylthiopropanol
GO:0031525	menthol biosynthetic process
GO:0097088	interleukin-17F production
GO:0006169	adenosine salvage
GO:0042247	establishment of planar polarity of follicular epithelium
GO:0098840	protein transport along microtubule
