GOID	TERM
GO:0039684	rolling circle single-stranded viral DNA replication
GO:0039689	negative stranded viral RNA replication
GO:0039663	membrane fusion involved in viral entry into host cell
GO:0019049	virus-mediated perturbation of host defense response
GO:0046772	viral budding from outer nuclear membrane
GO:0075528	perturbation by virus of host immune response
GO:0039673	evasion by virus of host dendritic cell activity
GO:0098997	fusion of virus membrane with host outer membrane
GO:0099001	symbiont genome ejection through host cell envelope, long flexible tail mechanism
GO:0019087	transformation of host cell by virus
GO:0039701	microtubule-dependent intracellular transport of viral material towards cell periphery
GO:0046745	viral capsid secondary envelopment
GO:0019081	viral translation
GO:0075713	establishment of integrated proviral latency
GO:0046786	viral replication complex formation and maintenance
GO:0098005	viral head-tail joining
GO:0039519	modulation by virus of host autophagy
GO:0075507	entry of viral genome into host nucleus via docking of viral capsid to the nuclear pore complex and injection of viral genome
GO:0019042	viral latency
GO:0019075	virus maturation
GO:1903652	modulation by virus of host cytoplasmic transport
GO:0039636	suppression by virus of host cell wall biogenesis
GO:0046761	viral budding from plasma membrane
GO:0046765	viral budding from nuclear membrane
GO:0098037	viral DNA genome packaging, 5' extended cos packaging
GO:0019069	viral capsid assembly
GO:0075530	establishment of latency as a linear episome
GO:0044865	negative regulation by virus of host cell division
GO:0044863	modulation by virus of host cell division
GO:0046740	transport of virus in host, cell to cell
GO:0019043	establishment of viral latency
GO:0039678	symbiont genome ejection through host cell envelope
GO:0141088	symbiont-mediated activation of host autophagy
GO:0039702	viral budding via host ESCRT complex
GO:0019080	viral gene expression
GO:0075505	entry of intact viral capsid into host nucleus through nuclear pore complex
GO:0044864	positive regulation by virus of host cell division
GO:0098689	latency-replication decision
GO:0039686	bidirectional double-stranded viral DNA replication
GO:0019065	receptor-mediated endocytosis of virus by host cell
GO:0039687	viral DNA strand displacement replication
GO:0039710	cytoplasmic icosahedral capsid assembly
GO:0039501	suppression by virus of host type I interferon production
GO:0039691	double stranded viral RNA replication
GO:0006948	induction by virus of host cell-cell fusion
GO:0044659	viral release from host cell by cytolysis
GO:0039664	lysis of host organelle involved in viral entry into host cell
