GOID	TERM
GO:0061139	bud field specification
GO:0044256	protein digestion
GO:0014721	twitch skeletal muscle contraction
GO:0120318	olfactory sociosexual communication
GO:1990632	branching involved in submandibular gland morphogenesis
GO:0048148	behavioral response to cocaine
GO:0048832	specification of plant organ number
GO:0043011	myeloid dendritic cell differentiation
GO:0007354	zygotic determination of anterior/posterior axis, embryo
GO:0002337	B-1a B cell differentiation
GO:0002212	behavioral defense response to nematode
GO:0061743	motor learning
GO:0007474	imaginal disc-derived wing vein specification
GO:0034447	very-low-density lipoprotein particle clearance
GO:0060746	parental behavior
GO:0060437	lung growth
GO:0090496	mesenchyme migration involved in limb bud formation
GO:1904157	DN4 thymocyte differentiation
GO:0016318	ommatidial rotation
GO:0060424	lung field specification
GO:0003070	regulation of systemic arterial blood pressure by neurotransmitter
GO:0002012	vasoconstriction of artery involved in chemoreceptor response to lowering of systemic arterial blood pressure
GO:0003040	excitation of vasomotor center by aortic body chemoreceptor signaling
GO:0097392	chemokine (C-X-C motif) ligand 16 production
GO:0002300	CD8-positive, alpha-beta intraepithelial T cell differentiation
GO:0080127	fruit septum development
GO:0019229	regulation of vasoconstriction
GO:1905604	negative regulation of blood-brain barrier permeability
GO:0007385	specification of segmental identity, abdomen
GO:0014827	intestine smooth muscle contraction
GO:0002309	T cell proliferation involved in immune response
GO:0001994	norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure
GO:0033079	immature T cell proliferation
GO:0033023	mast cell homeostasis
GO:0035810	positive regulation of urine volume
GO:0055046	microgametogenesis
GO:0032625	interleukin-21 production
GO:0014888	striated muscle adaptation
GO:0048229	gametophyte development
GO:0060897	neural plate regionalization
GO:0009950	dorsal/ventral axis specification
GO:0002276	basophil activation involved in immune response
GO:0150137	interleukin-37 production
GO:0002312	B cell activation involved in immune response
GO:0045907	positive regulation of vasoconstriction
GO:0034376	conversion of discoidal high-density lipoprotein particle to spherical high-density lipoprotein particle
GO:0002528	regulation of vascular permeability involved in acute inflammatory response
GO:0048512	circadian behavior
GO:0021904	dorsal/ventral neural tube patterning
GO:0003101	regulation of systemic arterial blood pressure by circulatory epinephrine-norepinephrine
GO:0000578	embryonic axis specification
GO:0061519	macrophage homeostasis
GO:0097717	copper ion transport across blood-cerebrospinal fluid barrier
GO:0042311	vasodilation
GO:0048755	branching morphogenesis of a nerve
GO:0090707	establishment of plant organ orientation
GO:0060772	leaf phyllotactic patterning
GO:0003115	regulation of vasoconstriction by epinephrine
GO:0003050	regulation of systemic arterial blood pressure by atrial natriuretic peptide
GO:0001779	natural killer cell differentiation
GO:0061485	memory T cell proliferation
GO:0016544	male courtship behavior, tapping to detect pheromone
GO:0002288	NK T cell activation involved in immune response
GO:0021903	rostrocaudal neural tube patterning
GO:0060384	innervation
GO:0046632	alpha-beta T cell differentiation
GO:0032941	secretion by tissue
GO:0035177	larval foraging behavior
GO:0036076	ligamentous ossification
GO:0003041	excitation of vasomotor center by carotid body chemoreceptor signaling
GO:0007407	neuroblast activation
GO:0101010	pulmonary blood vessel remodeling
GO:0071827	plasma lipoprotein particle organization
GO:0002025	norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure
GO:0007355	anterior region determination
GO:0010573	vascular endothelial growth factor production
GO:0003118	regulation of vasoconstriction by neuronal norepinephrine
GO:0042100	B cell proliferation
GO:0002366	leukocyte activation involved in immune response
GO:0007606	sensory perception of chemical stimulus
GO:0009944	polarity specification of adaxial/abaxial axis
GO:0061367	behavioral response to acetic acid induced pain
GO:0036341	chitin-based cuticle sclerotization by protein cross-linking
GO:0032635	interleukin-6 production
GO:1990708	conditioned place preference
GO:0097205	renal filtration
GO:0031653	heat dissipation
GO:0072082	specification of proximal tubule identity
GO:0070753	interleukin-35 production
GO:0021998	neural plate mediolateral regionalization
GO:0046541	saliva secretion
GO:1990297	renal amino acid absorption
GO:0110126	phloem loading
GO:0001980	regulation of systemic arterial blood pressure by ischemic conditions
GO:0048561	establishment of animal organ orientation
GO:0007633	pattern orientation
GO:0160061	respiratory chemosensitivity
GO:0002325	natural killer cell differentiation involved in immune response
GO:0072309	mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis
GO:0090131	mesenchyme migration
GO:0043133	hindgut contraction
GO:0035743	CD4-positive, alpha-beta T cell cytokine production
GO:0002322	B cell proliferation involved in immune response
GO:0008340	determination of adult lifespan
GO:0006941	striated muscle contraction
GO:0002311	gamma-delta T cell proliferation involved in immune response
GO:0072047	proximal/distal pattern formation involved in nephron development
GO:0003122	norepinephrine-mediated vasodilation
GO:0035291	specification of segmental identity, intercalary segment
GO:0071908	determination of intestine left/right asymmetry
GO:0050883	musculoskeletal movement, spinal reflex action
GO:0016545	male courtship behavior, veined wing vibration
GO:0002373	plasmacytoid dendritic cell cytokine production
GO:0002008	excitation of vasomotor center by chemoreceptor signaling
GO:0036073	perichondral ossification
GO:0003002	regionalization
GO:0051780	behavioral response to nutrient
GO:0007613	memory
GO:0036011	imaginal disc-derived leg segmentation
GO:0035283	central nervous system segmentation
GO:0007356	thorax and anterior abdomen determination
GO:0097242	amyloid-beta clearance
GO:0032606	type I interferon production
GO:0002358	B cell homeostatic proliferation
GO:0036343	psychomotor behavior
GO:0060523	prostate epithelial cord elongation
GO:0002371	dendritic cell cytokine production
GO:0014830	arteriole smooth muscle contraction
GO:0003072	renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure
GO:0048873	homeostasis of number of cells within a tissue
GO:0035161	imaginal disc lineage restriction
GO:0014895	smooth muscle hypertrophy
GO:0042748	circadian sleep/wake cycle, non-REM sleep
GO:0006939	smooth muscle contraction
GO:0002391	platelet activating factor production involved in inflammatory response
GO:0021997	neural plate axis specification
GO:0031223	auditory behavior
GO:0021512	spinal cord anterior/posterior patterning
GO:0009942	longitudinal axis specification
GO:0021532	neural tube patterning
GO:0051132	NK T cell activation
GO:0036098	male germ-line stem cell population maintenance
GO:0031069	hair follicle morphogenesis
GO:0060527	prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis
GO:0007585	respiratory gaseous exchange by respiratory system
GO:0002006	vasoconstriction by vasopressin involved in systemic arterial blood pressure control
GO:0036077	intratendonous ossification
GO:0032902	nerve growth factor production
GO:0042116	macrophage activation
GO:0019235	sensory perception of slow pain
GO:0090075	relaxation of muscle
GO:0060834	oral/aboral axis specification
GO:0045494	photoreceptor cell maintenance
GO:0060877	regionalization involved in semicircular canal formation
GO:0007621	negative regulation of female receptivity
GO:0002164	larval development
GO:0002308	CD8-positive, alpha-beta cytotoxic T cell differentiation
GO:0090728	negative regulation of brood size
GO:0008355	olfactory learning
GO:0150104	transport across blood-brain barrier
GO:0043500	muscle adaptation
GO:0022600	digestive system process
GO:0008306	associative learning
GO:0044808	oncostatin M production
GO:0060896	neural plate pattern specification
GO:0045065	cytotoxic T cell differentiation
GO:0060670	branching involved in labyrinthine layer morphogenesis
GO:0021511	spinal cord patterning
GO:0007565	female pregnancy
GO:0002527	vasodilation involved in acute inflammatory response
GO:0007637	proboscis extension reflex
GO:1905655	negative regulation of artery smooth muscle contraction
GO:1990379	lipid transport across blood-brain barrier
GO:0002301	CD4-positive, alpha-beta intraepithelial T cell differentiation
GO:0090449	phloem glucosinolate loading
GO:1990186	regulation of lymphatic vessel size
GO:0014848	urinary tract smooth muscle contraction
GO:0008050	female courtship behavior
GO:0032627	interleukin-23 production
GO:0060249	anatomical structure homeostasis
GO:0160179	intestinal iron absorption
GO:0032621	interleukin-18 production
GO:0050882	voluntary musculoskeletal movement
GO:0120054	intestinal motility
GO:0007309	oocyte axis specification
GO:0007310	oocyte dorsal/ventral axis specification
GO:0035739	CD4-positive, alpha-beta T cell proliferation
GO:0060083	smooth muscle contraction involved in micturition
GO:0001977	renal system process involved in regulation of blood volume
GO:0071830	triglyceride-rich lipoprotein particle clearance
GO:1990768	gastric mucosal blood circulation
GO:0003009	skeletal muscle contraction
GO:0035292	specification of segmental identity, trunk
GO:0014826	vein smooth muscle contraction
GO:0035623	renal D-glucose absorption
GO:0035462	determination of left/right asymmetry in diencephalon
GO:0007381	specification of segmental identity, labial segment
GO:0050959	echolocation
GO:0002393	lysosomal enzyme production involved in inflammatory response
GO:0003119	regulation of vasoconstriction by neuronal epinephrine
GO:0140928	inhibition of non-skeletal tissue mineralization
GO:0007387	anterior compartment pattern formation
GO:0030421	defecation
GO:0014898	cardiac muscle hypertrophy in response to stress
GO:0007368	determination of left/right symmetry
GO:0035073	pupariation
GO:0071954	chemokine (C-C motif) ligand 11 production
GO:0007605	sensory perception of sound
GO:0048150	behavioral response to ether
GO:0001982	baroreceptor response to decreased systemic arterial blood pressure
GO:0097746	blood vessel diameter maintenance
GO:0002123	irritable aggressive behavior
GO:0014703	oscillatory muscle contraction
GO:0048647	polyphenic determination
GO:0035187	hatching behavior
GO:0003068	regulation of systemic arterial blood pressure by acetylcholine
GO:0045575	basophil activation
GO:0035711	T-helper 1 cell activation
GO:0080056	petal vascular tissue pattern formation
GO:0099531	presynaptic process involved in chemical synaptic transmission
GO:0002299	alpha-beta intraepithelial T cell differentiation
GO:0002338	B-1b B cell differentiation
GO:0072188	metanephric cap specification
GO:0043029	T cell homeostasis
GO:0001865	NK T cell differentiation
GO:0010492	maintenance of shoot apical meristem identity
GO:0032604	granulocyte macrophage colony-stimulating factor production
GO:0002540	leukotriene production involved in inflammatory response
GO:0072084	specification of distal tubule identity
GO:0032607	interferon-alpha production
GO:0061470	T follicular helper cell differentiation
GO:0140547	acquisition of seed longevity
GO:0014734	skeletal muscle hypertrophy
GO:0060250	germ-line stem-cell niche homeostasis
GO:0002323	natural killer cell activation involved in immune response
GO:0007552	metamorphosis
GO:0001503	ossification
GO:0043009	chordate embryonic development
GO:0045434	negative regulation of female receptivity, post-mating
GO:0060771	phyllotactic patterning
GO:0003095	pressure natriuresis
GO:0097088	interleukin-17F production
GO:0060745	mammary gland branching involved in pregnancy
GO:0002274	myeloid leukocyte activation
GO:0014829	vascular associated smooth muscle contraction
GO:0044557	relaxation of smooth muscle
GO:0002290	gamma-delta T cell activation involved in immune response
GO:0044809	chemokine (C-C motif) ligand 17 production
GO:0001659	temperature homeostasis
GO:0042093	T-helper cell differentiation
GO:0030101	natural killer cell activation
GO:0007450	dorsal/ventral pattern formation, imaginal disc
GO:1990029	vasomotion
GO:0032609	type II interferon production
GO:0061281	specification of mesonephric connecting tubule identity
GO:0019234	sensory perception of fast pain
GO:0007430	terminal branching, open tracheal system
GO:0061082	myeloid leukocyte cytokine production
GO:0002304	gamma-delta intraepithelial T cell differentiation
GO:0002351	serotonin production involved in inflammatory response
GO:0003096	renal sodium ion transport
GO:0150094	amyloid-beta clearance by cellular catabolic process
GO:0060085	smooth muscle relaxation of the bladder outlet
GO:0072651	interferon-tau production
GO:0002211	behavioral defense response to insect
GO:0048559	establishment of floral organ orientation
GO:0035224	genital disc anterior/posterior pattern formation
GO:0030217	T cell differentiation
GO:0022005	midbrain-hindbrain boundary maturation during neural plate development
GO:0032630	interleukin-26 production
GO:0061366	behavioral response to chemical pain
GO:0034606	response to hermaphrodite contact
GO:0090643	inflorescence phyllotactic patterning
GO:0097018	renal albumin absorption
GO:0030536	larval feeding behavior
GO:0050913	sensory perception of bitter taste
GO:0016203	muscle attachment
GO:0098868	bone growth
GO:0048264	determination of ventral identity
GO:0036359	renal potassium excretion
GO:0042633	hair cycle
GO:0007639	homeostasis of number of meristem cells
GO:0050892	intestinal absorption
GO:0050910	detection of mechanical stimulus involved in sensory perception of sound
GO:0032623	interleukin-2 production
GO:0043307	eosinophil activation
GO:0060445	branching involved in salivary gland morphogenesis
GO:0002280	monocyte activation involved in immune response
GO:0072004	kidney field specification
GO:0043114	regulation of vascular permeability
GO:0002086	diaphragm contraction
GO:0072631	interleukin-29 production
GO:0009855	determination of bilateral symmetry
GO:0002534	cytokine production involved in inflammatory response
GO:0071626	mastication
GO:1990183	lymphatic vascular process in circulatory system
GO:0031649	heat generation
GO:0002267	follicular dendritic cell activation involved in immune response
GO:0007352	zygotic specification of dorsal/ventral axis
GO:0120065	pyloric antrum smooth muscle contraction
GO:0003026	regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback
GO:0007588	excretion
GO:0032639	TRAIL production
GO:0070471	uterine smooth muscle contraction
GO:0071611	granulocyte colony-stimulating factor production
GO:0002333	transitional one stage B cell differentiation
GO:0007610	behavior
GO:0072272	proximal/distal pattern formation involved in metanephric nephron development
GO:0021798	forebrain dorsal/ventral pattern formation
GO:0002272	plasmacytoid dendritic cell differentiation involved in immune response
GO:0042305	specification of segmental identity, mandibular segment
GO:0003016	respiratory system process
GO:0007362	terminal region determination
GO:0035710	CD4-positive, alpha-beta T cell activation
GO:0001701	in utero embryonic development
GO:0036147	rumination
GO:0048877	homeostasis of number of retina cells
GO:0035648	circadian mating behavior
GO:0098596	imitative learning
GO:0016546	male courtship behavior, proboscis-mediated licking
GO:0050802	circadian sleep/wake cycle, sleep
GO:0098582	innate vocalization behavior
GO:0061683	branching involved in seminal vesicle morphogenesis
GO:0036334	epidermal stem cell homeostasis
GO:0007386	compartment pattern specification
GO:0007473	wing disc proximal/distal pattern formation
GO:0001569	branching involved in blood vessel morphogenesis
GO:0003116	regulation of vasoconstriction by norepinephrine
GO:0002022	detection of dietary excess
GO:0097353	centrolateral pattern formation
GO:0046629	gamma-delta T cell activation
GO:0035640	exploration behavior
GO:0002287	alpha-beta T cell activation involved in immune response
GO:0050889	determination of stimulus intensity
GO:0072100	specification of ureteric bud anterior/posterior symmetry
GO:0009553	embryo sac development
GO:0035284	brain segmentation
GO:0036438	maintenance of lens transparency
GO:0009799	specification of symmetry
GO:0010050	vegetative phase change
GO:0002264	endothelial cell activation involved in immune response
GO:0033080	immature T cell proliferation in thymus
GO:0002271	plasmacytoid dendritic cell activation involved in immune response
GO:0050975	sensory perception of touch
GO:0009952	anterior/posterior pattern specification
GO:0060431	primary lung bud formation
GO:0061130	pancreatic bud formation
GO:0099565	chemical synaptic transmission, postsynaptic
GO:0050884	neuromuscular process controlling posture
GO:0007341	penetration of zona pellucida
GO:0030299	intestinal cholesterol absorption
GO:0007367	segment polarity determination
GO:0060655	branching involved in mammary gland cord morphogenesis
GO:0080057	sepal vascular tissue pattern formation
GO:0048649	caste determination, influence by genetic factors
GO:0007384	specification of segmental identity, thorax
GO:0034384	high-density lipoprotein particle clearance
GO:0032616	interleukin-13 production
GO:1990770	small intestine smooth muscle contraction
GO:0048651	polyphenic determination, influence by environmental factors
GO:0060888	limb epidermis stratification
GO:0048629	trichome patterning
GO:0007451	dorsal/ventral lineage restriction, imaginal disc
GO:0014847	proximal stomach smooth muscle contraction
GO:0032614	interleukin-11 production
GO:0035264	multicellular organism growth
GO:0002018	renin-angiotensin regulation of aldosterone production
GO:0071604	transforming growth factor beta production
GO:0032898	neurotrophin production
GO:0034378	chylomicron assembly
GO:0002416	IgG immunoglobulin transcytosis in epithelial cells mediated by FcRn immunoglobulin receptor
GO:0035200	leg disc anterior/posterior pattern formation
GO:0001999	renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure
GO:0097390	chemokine (C-X-C motif) ligand 12 production
GO:0002260	lymphocyte homeostasis
GO:0032622	interleukin-19 production
GO:1904156	DN3 thymocyte differentiation
GO:0035222	wing disc pattern formation
GO:0002281	macrophage activation involved in immune response
GO:0001958	endochondral ossification
GO:0002265	astrocyte activation involved in immune response
GO:0090659	walking behavior
GO:0007615	anesthesia-resistant memory
GO:0036301	macrophage colony-stimulating factor production
GO:0014901	satellite cell activation involved in skeletal muscle regeneration
GO:0007616	long-term memory
GO:0002412	antigen transcytosis by M cells in mucosal-associated lymphoid tissue
GO:0060273	crying behavior
GO:0001661	conditioned taste aversion
GO:0001773	myeloid dendritic cell activation
GO:0042722	alpha-beta T cell activation by superantigen
GO:0021513	spinal cord dorsal/ventral patterning
GO:0002329	pre-B cell differentiation
GO:0044552	vasodilation in another organism
GO:0106106	cold-induced thermogenesis
GO:0090696	post-embryonic plant organ development
GO:0007383	specification of segmental identity, antennal segment
GO:0032537	host-seeking behavior
GO:1990962	xenobiotic transport across blood-brain barrier
GO:0072294	specification of metanephric connecting tubule identity
GO:0032631	interleukin-27 production
GO:0098583	learned vocalization behavior
GO:0009790	embryo development
GO:0048648	caste determination
GO:0003056	regulation of vascular associated smooth muscle contraction
GO:0032603	fractalkine production
GO:0035709	memory T cell activation
GO:0032602	chemokine production
GO:0014821	phasic smooth muscle contraction
GO:0035201	leg disc anterior/posterior lineage restriction
GO:0061283	specification of mesonephric distal tubule identity
GO:0001895	retina homeostasis
GO:0042117	monocyte activation
GO:0014897	striated muscle hypertrophy
GO:0050893	sensory processing
GO:0010588	cotyledon vascular tissue pattern formation
GO:0048263	determination of dorsal identity
GO:0062035	sensory perception of cold stimulus
GO:0050902	leukocyte adhesive activation
GO:0002279	mast cell activation involved in immune response
GO:0072539	T-helper 17 cell differentiation
GO:0002359	B-1 B cell proliferation
GO:0033077	T cell differentiation in thymus
GO:0002532	production of molecular mediator involved in inflammatory response
GO:0072086	specification of loop of Henle identity
GO:0120197	mucociliary clearance
GO:0035820	negative regulation of renal sodium excretion by angiotensin
GO:0110127	phloem unloading
GO:0062087	positive regulation of vein smooth muscle contraction
GO:0048652	polyphenic determination, influence by genetic factors
GO:0002314	germinal center B cell differentiation
GO:0072645	interferon-delta production
GO:0010159	specification of animal organ position
GO:0140919	thermomorphogenesis
GO:0034672	anterior/posterior pattern specification involved in pronephros development
GO:0030714	anterior/posterior axis specification, follicular epithelium
GO:0034374	low-density lipoprotein particle remodeling
GO:0090664	response to high population density
GO:0032610	interleukin-1 alpha production
GO:0032624	interleukin-20 production
GO:0003017	lymph circulation
GO:0097388	chemokine (C-C motif) ligand 19 production
GO:0043050	nematode pharyngeal pumping
GO:0007630	jump response
GO:0034343	type III interferon production
GO:0097017	renal protein absorption
GO:0050955	thermoception
GO:0007636	chemosensory jump behavior
GO:0003298	physiological muscle hypertrophy
GO:0046694	sperm incapacitation
GO:0014887	cardiac muscle adaptation
GO:0098511	sensory perception of low humidity
GO:0160083	exhausted T cell differentiation
GO:0032634	interleukin-5 production
GO:0051866	general adaptation syndrome
GO:0007388	posterior compartment specification
GO:0014806	smooth muscle hyperplasia
GO:0060423	foregut regionalization
GO:0040040	thermosensory behavior
GO:0003294	atrial ventricular junction remodeling
GO:0007432	salivary gland boundary specification
GO:0043367	CD4-positive, alpha-beta T cell differentiation
GO:0042630	behavioral response to water deprivation
GO:0002369	T cell cytokine production
GO:0001998	angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure
GO:0050978	magnetoreception by sensory perception of electrical stimulus
GO:0071607	macrophage inflammatory protein-1 gamma production
GO:0014896	muscle hypertrophy
GO:0002035	brain renin-angiotensin system
GO:0042381	hemolymph coagulation
GO:0036145	dendritic cell homeostasis
GO:0002021	response to dietary excess
GO:0060442	branching involved in prostate gland morphogenesis
GO:0003055	circadian regulation of heart rate by the suprachiasmatic nucleus
GO:0002118	aggressive behavior
GO:0050909	sensory perception of taste
GO:0150195	transport across blood-cerebrospinal fluid barrier
GO:0040004	collagen and cuticulin-based cuticle attachment to epithelium
GO:0002117	amphibian larval development
GO:0042711	maternal behavior
GO:0048289	isotype switching to IgE isotypes
GO:0072196	proximal/distal pattern formation involved in pronephric nephron development
GO:0036099	female germ-line stem cell population maintenance
GO:0061007	hepaticobiliary system process
GO:0003067	circadian regulation of systemic arterial blood pressure by hormone
GO:0071684	organism emergence from protective structure
GO:0008062	eclosion rhythm
GO:0160025	sensory perception of itch
GO:0034101	erythrocyte homeostasis
GO:0003100	regulation of systemic arterial blood pressure by endothelin
GO:0003105	negative regulation of glomerular filtration
GO:0007562	eclosion
GO:0046651	lymphocyte proliferation
GO:0035293	chitin-based larval cuticle pattern formation
GO:0035321	maintenance of imaginal disc-derived wing hair orientation
GO:0003093	regulation of glomerular filtration
GO:1904694	negative regulation of vascular associated smooth muscle contraction
GO:0010160	formation of animal organ boundary
GO:0036333	hepatocyte homeostasis
GO:0046693	sperm storage
GO:0009955	adaxial/abaxial pattern specification
GO:0009951	polarity specification of dorsal/ventral axis
GO:0002210	behavioral response to wounding
GO:0070295	renal water absorption
GO:0014845	stomach body smooth muscle contraction
GO:0002289	NK T cell proliferation involved in immune response
GO:0007351	tripartite regional subdivision
GO:0071606	chemokine (C-C motif) ligand 4 production
GO:0010375	stomatal complex patterning
GO:0003025	regulation of systemic arterial blood pressure by baroreceptor feedback
GO:0002125	maternal aggressive behavior
GO:0019827	stem cell population maintenance
GO:0098829	intestinal folate absorption
GO:0009798	axis specification
GO:0009945	radial axis specification
GO:0072293	specification of metanephric nephron tubule identity
GO:0001942	hair follicle development
GO:0042303	molting cycle
GO:0007600	sensory perception
GO:0032608	interferon-beta production
GO:0035178	turning behavior
GO:0090121	low-density lipoprotein particle disassembly involved in cholesterol transport
GO:0032618	interleukin-15 production
GO:0030718	germ-line stem cell population maintenance
GO:0140969	determination of lung left/right asymmetry
GO:0090706	specification of plant organ position
GO:0033078	extrathymic T cell differentiation
GO:0035287	head segmentation
GO:0014828	distal stomach smooth muscle contraction
GO:0060048	cardiac muscle contraction
GO:0060736	prostate gland growth
GO:0039017	pattern specification involved in pronephros development
GO:0060056	mammary gland involution
GO:0042310	vasoconstriction
GO:0035188	hatching
GO:0046649	lymphocyte activation
GO:0032641	lymphotoxin A production
GO:0060086	circadian temperature homeostasis
GO:0080172	petal epidermis patterning
GO:0044722	renal phosphate excretion
GO:0050958	magnetoreception
GO:0042492	gamma-delta T cell differentiation
GO:0070293	renal absorption
GO:0120066	pyloric canal smooth muscle contraction
GO:0060832	oocyte animal/vegetal axis specification
GO:0045475	locomotor rhythm
GO:0050979	magnetoreception by sensory perception of mechanical stimulus
GO:0001979	regulation of systemic arterial blood pressure by chemoreceptor signaling
GO:0009948	anterior/posterior axis specification
GO:1990959	eosinophil homeostasis
GO:0061131	pancreas field specification
GO:0120064	stomach pylorus smooth muscle contraction
GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response
GO:0048624	plantlet formation on parent plant
GO:0002282	microglial cell activation involved in immune response
GO:0039010	specification of pronephric distal tubule identity
GO:0050977	magnetoreception by sensory perception of chemical stimulus
GO:0072647	interferon-epsilon production
GO:0009880	embryonic pattern specification
GO:0048290	isotype switching to IgA isotypes
GO:0002538	arachidonate metabolite production involved in inflammatory response
GO:0010262	somatic embryogenesis
GO:0060773	flower phyllotactic patterning
GO:0072167	specification of mesonephric tubule identity
GO:1905654	regulation of artery smooth muscle contraction
GO:0035282	segmentation
GO:0003008	system process
GO:0007447	imaginal disc pattern formation
GO:0060970	embryonic heart tube dorsal/ventral pattern formation
GO:0050886	endocrine process
GO:0048265	response to pain
GO:0002335	mature B cell differentiation
GO:0060586	multicellular organismal-level iron ion homeostasis
GO:0032525	somite rostral/caudal axis specification
GO:0035017	cuticle pattern formation
GO:0035811	negative regulation of urine volume
GO:0035633	maintenance of blood-brain barrier
GO:0001984	artery vasodilation involved in baroreceptor response to increased systemic arterial blood pressure
GO:0003024	baroreceptor detection of decreased arterial stretch
GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin
GO:0140730	amphiregulin production
GO:0002119	nematode larval development
GO:0007380	specification of segmental identity, head
GO:0043116	negative regulation of vascular permeability
GO:0003139	secondary heart field specification
GO:0097254	renal tubular secretion
GO:0009845	seed germination
GO:0044241	lipid digestion
GO:0019226	transmission of nerve impulse
GO:0010669	epithelial structure maintenance
GO:0021547	midbrain-hindbrain boundary initiation
GO:0001660	fever generation
GO:0032615	interleukin-12 production
GO:0090701	specification of plant organ identity
GO:0050885	neuromuscular process controlling balance
GO:0035482	gastric motility
GO:0071910	determination of liver left/right asymmetry
GO:0046633	alpha-beta T cell proliferation
GO:0003299	muscle hypertrophy in response to stress
GO:0002349	histamine production involved in inflammatory response
GO:0097716	copper ion transport across blood-brain barrier
GO:0061843	Sertoli cell barrier remodeling
GO:0046960	sensitization
GO:0043117	positive regulation of vascular permeability
GO:0003051	angiotensin-mediated drinking behavior
GO:0061226	proximal/distal pattern formation involved in mesonephric nephron development
GO:0001974	blood vessel remodeling
